id,lat,lon,ph,sand,clay,silt,cec,humus,stickstoff
A20912_4166,52.28,10.415,6.3,35.4,23.4,41.2,32.5,54.6,6.56
A20842_4154,52.105,10.385,5.6,19.0,26.0,55.0,30.0,77.4,5.7
A20863_4142,52.1575,10.355,6.1,22.1,29.3,48.5,30.6,64.8,5.52
A20829_4145,52.0725,10.3625,5.1,21.6,30.3,48.1,27.0,67.8,5.53
A20844_4148,52.11,10.37,5.8,17.6,27.5,55.0,28.0,64.0,5.23
A20842_4152,52.105,10.38,5.4,20.1,25.6,54.3,29.1,64.0,5.8
A21051_4076,52.6275,10.19,5.1,59.4,15.9,24.6,27.3,82.4,5.73
A20921_4200,52.3025,10.5,5.5,41.3,27.0,31.8,31.2,76.9,7.46
A20855_4208,52.1375,10.52,5.3,21.9,31.9,46.1,30.5,68.0,6.9
A20905_4290,52.2625,10.725,5.4,42.0,23.0,35.0,31.7,74.1,8.03
A20900_4357,52.25,10.8925,6.5,46.1,22.2,31.7,29.0,60.1,8.09
A20916_4074,52.29,10.185,5.5,20.7,23.2,56.1,25.8,56.1,5.0
A21032_4052,52.58,10.13,6.0,64.5,16.7,18.9,26.4,63.1,5.69
A20914_4311,52.285,10.7775,5.0,41.1,24.1,34.8,30.9,90.7,7.89
A20847_4159,52.1175,10.3975,6.3,21.2,26.7,52.1,31.0,67.0,5.8
A20916_4247,52.29,10.6175,5.0,42.8,23.1,34.1,31.2,81.1,8.33
A20915_4248,52.2875,10.62,5.2,41.1,22.3,36.7,31.7,84.5,7.98
A20848_4121,52.12,10.3025,5.4,21.2,31.9,46.9,28.1,57.6,4.98
A20829_4202,52.0725,10.505,6.4,26.7,28.9,44.4,29.5,55.3,6.65
A20914_4250,52.285,10.625,5.1,42.9,23.6,33.4,32.7,81.3,8.17
A20908_4225,52.27,10.5625,5.5,36.3,24.2,39.4,30.8,82.1,6.6
A20841_4157,52.1025,10.3925,5.2,20.3,26.0,53.7,30.3,73.5,6.21
A20911_4174,52.2775,10.435,6.1,42.0,20.3,37.7,31.5,56.4,7.52
A20842_4158,52.105,10.395,5.4,18.2,26.8,54.9,30.4,82.1,6.51
A20829_4204,52.0725,10.51,6.6,26.5,29.7,43.8,29.5,56.2,7.15
A20821_4085,52.0525,10.2125,5.4,17.9,34.5,47.6,28.2,89.1,6.72
A20972_4263,52.43,10.6575,5.2,59.4,16.7,23.8,30.0,86.0,7.26
A20829_4203,52.0725,10.5075,6.4,26.7,28.9,44.4,29.5,55.3,6.65
A21053_4141,52.6325,10.3525,5.6,68.1,8.8,23.1,26.7,80.0,5.92
A20983_4070,52.4575,10.175,5.7,62.1,14.4,23.5,24.3,58.8,5.62
A20947_4288,52.3675,10.72,5.6,50.7,19.0,30.2,29.1,62.0,6.58
A20834_4209,52.085,10.5225,5.3,24.0,30.4,45.7,28.8,82.4,5.73
A20936_4287,52.34,10.7175,4.9,51.8,17.4,30.8,29.2,81.5,6.93
A21022_4049,52.555,10.1225,6.1,71.2,13.6,15.2,25.3,62.8,5.85
A20914_4249,52.285,10.6225,5.1,42.9,23.6,33.4,32.7,81.3,8.17
A20912_4250,52.28,10.625,5.3,43.8,23.7,32.4,30.7,79.5,6.76
A20973_4289,52.4325,10.7225,5.1,56.9,20.7,22.3,27.9,93.0,6.62
A20934_4099,52.335,10.2475,6.3,49.5,19.3,31.2,28.0,53.4,6.27
A20947_4132,52.3675,10.33,5.1,52.9,15.0,32.1,28.2,66.2,5.91
A20949_4083,52.3725,10.2075,6.2,57.7,16.3,26.0,25.7,51.1,6.06
A21140_4217,52.85,10.5425,5.1,64.2,9.2,26.6,27.1,77.1,5.37
A20843_4164,52.1075,10.41,6.1,20.0,30.0,50.0,31.5,56.4,5.42
A20839_4156,52.0975,10.39,5.2,22.9,26.8,50.3,29.1,76.2,6.9
A20844_4137,52.11,10.3425,5.4,20.4,30.9,48.6,28.2,84.4,5.33
A20930_4177,52.325,10.4425,5.6,52.6,20.0,27.4,29.7,74.1,7.18
A20830_4153,52.075,10.3825,5.1,26.0,29.7,44.3,27.3,68.7,6.03
A20938_4291,52.345,10.7275,5.0,49.0,17.6,33.4,29.4,72.7,7.12
A21095_4185,52.7375,10.4625,5.0,63.0,8.9,28.1,31.5,81.9,5.59
A21087_4191,52.7175,10.4775,5.0,58.4,11.1,30.4,28.7,81.6,5.06
A21088_4188,52.72,10.47,5.0,60.1,9.9,30.0,29.2,79.7,4.87
A21089_4188,52.7225,10.47,5.0,60.7,9.5,29.9,30.0,86.0,4.69
A21089_4189,52.7225,10.4725,5.1,59.6,10.8,29.6,29.1,90.0,5.29
A20909_4241,52.2725,10.6025,5.9,38.8,22.9,38.3,30.5,58.6,7.19
A20880_4300,52.2,10.75,5.3,25.3,28.9,45.8,30.1,82.5,5.84
A20879_4299,52.1975,10.7475,5.3,21.0,29.5,49.5,28.0,89.5,6.52
A20881_4302,52.2025,10.755,5.1,24.3,29.8,45.9,29.0,77.4,6.93
A20880_4302,52.2,10.755,5.1,24.1,29.2,46.7,26.7,73.4,6.16
A20880_4301,52.2,10.7525,5.4,24.2,29.3,46.5,28.5,73.1,5.76
A20886_4303,52.215,10.7575,5.2,26.5,28.6,44.9,29.2,81.0,6.11
A20840_4172,52.1,10.43,6.6,25.7,29.0,45.3,30.4,49.7,6.8
A20912_4310,52.28,10.775,5.0,42.4,23.5,34.0,30.3,78.0,8.41
A21009_4040,52.5225,10.1,5.1,58.3,15.3,26.4,26.8,62.5,7.26
A21088_4190,52.72,10.475,5.0,60.1,9.8,30.1,30.1,79.7,4.85
A20850_4062,52.125,10.155,5.1,19.3,28.2,52.5,30.5,83.9,5.85
A21089_4187,52.7225,10.4675,5.0,61.3,9.3,29.4,29.5,88.1,4.59
A20894_4262,52.235,10.655,5.2,39.6,21.8,38.6,30.7,81.3,7.17
A21000_4143,52.5,10.3575,5.7,68.0,13.0,19.0,26.1,74.0,5.56
A20895_4262,52.2375,10.655,5.5,37.2,23.6,39.2,30.6,62.0,6.66
A20932_4279,52.33,10.6975,5.1,53.7,16.9,29.4,29.8,84.8,6.98
A20974_4335,52.435,10.8375,5.6,61.7,13.1,25.2,29.8,72.9,7.43
A20990_4067,52.475,10.1675,5.4,55.8,16.5,27.7,26.2,62.2,5.18
A20912_4235,52.28,10.5875,6.2,39.2,24.1,36.7,28.9,55.7,6.83
A20914_4353,52.285,10.8825,5.2,31.6,29.7,38.6,29.0,79.9,6.3
A20889_4249,52.2225,10.6225,6.5,31.8,26.8,41.3,31.8,55.2,8.5
A20926_4267,52.315,10.6675,5.4,45.3,20.1,34.6,30.1,73.1,8.39
A20969_4349,52.4225,10.8725,6.3,56.9,15.3,27.8,28.8,46.5,7.74
A21029_4067,52.5725,10.1675,5.3,59.4,11.6,29.0,26.9,78.7,6.25
A20904_4186,52.26,10.465,6.0,41.8,23.9,34.4,31.9,53.9,6.19
A20903_4186,52.2575,10.465,6.0,40.6,23.5,35.9,31.8,59.1,6.31
A20904_4189,52.26,10.4725,5.8,40.1,24.0,35.8,31.3,57.7,6.95
A21129_4041,52.8225,10.1025,5.0,59.4,19.5,21.1,26.7,70.3,5.93
A20936_4282,52.34,10.705,5.0,54.1,16.3,29.6,29.3,63.1,7.56
A20947_4287,52.3675,10.7175,5.1,51.3,18.7,30.1,28.8,76.5,6.88
A20973_4335,52.4325,10.8375,5.1,57.5,15.5,27.1,30.3,73.1,6.95
A20928_4264,52.32,10.66,5.2,46.7,20.7,32.6,29.1,74.3,8.3
A20943_4203,52.3575,10.5075,5.2,45.7,21.4,32.9,28.0,67.9,6.95
A20938_4202,52.345,10.505,6.0,46.6,22.7,30.7,28.8,61.7,7.25
A20940_4201,52.35,10.5025,5.6,46.3,22.5,31.2,28.4,66.1,6.64
A20939_4202,52.3475,10.505,5.3,43.5,24.3,32.1,28.0,70.3,6.76
A20914_4189,52.285,10.4725,5.7,43.9,20.8,35.3,32.2,58.7,5.46
A20921_4193,52.3025,10.4825,6.0,45.1,25.0,29.9,32.0,58.0,7.45
A20906_4224,52.265,10.56,5.3,37.7,22.6,39.7,31.2,87.4,7.23
A20841_4134,52.1025,10.335,5.3,19.8,30.8,49.4,27.4,79.5,6.01
A20842_4157,52.105,10.3925,5.5,18.7,25.5,55.9,30.2,77.6,5.61
A20840_4135,52.1,10.3375,5.4,23.3,31.3,45.4,28.2,69.5,6.27
A20841_4155,52.1025,10.3875,5.2,19.9,26.2,53.9,29.6,72.9,6.56
A20844_4127,52.11,10.3175,5.3,18.2,31.2,50.6,28.1,77.3,5.03
A20842_4132,52.105,10.33,5.3,19.8,33.1,47.1,27.8,83.7,5.2
A20842_4133,52.105,10.3325,5.3,19.8,33.1,47.1,27.8,83.7,5.2
A20841_4156,52.1025,10.39,5.2,19.7,25.5,54.8,30.4,69.6,6.31
A20842_4156,52.105,10.39,5.5,18.2,25.7,56.2,30.5,74.4,6.42
A20848_4159,52.12,10.3975,6.5,20.1,26.7,53.3,31.0,49.3,5.89
A20842_4153,52.105,10.3825,5.3,18.7,25.6,55.6,30.0,77.7,5.85
A20902_4185,52.255,10.4625,5.3,38.3,23.2,38.5,30.3,67.1,6.27
A20886_4301,52.215,10.7525,5.3,26.6,28.4,45.0,29.9,79.0,6.2
A20884_4302,52.21,10.755,5.3,25.8,26.8,47.4,28.9,74.2,6.23
A20885_4303,52.2125,10.7575,5.3,26.0,28.1,45.9,29.5,74.0,5.92
A21020_4125,52.55,10.3125,6.0,68.6,13.1,18.3,28.9,80.1,6.51
A21050_4147,52.625,10.3675,5.6,68.1,8.2,23.7,26.6,73.2,6.12
A20895_4251,52.2375,10.6275,5.3,40.6,25.1,34.4,32.8,85.6,7.04
A20988_4191,52.47,10.4775,4.9,59.3,15.3,25.4,27.4,76.5,5.84
A20882_4298,52.205,10.745,5.3,25.2,29.7,45.0,28.1,73.7,6.29
A20892_4318,52.23,10.795,5.5,28.2,29.0,42.7,26.0,58.6,5.76
A20891_4317,52.2275,10.7925,5.1,23.5,27.0,49.5,26.8,66.0,5.73
A20929_4416,52.3225,11.04,4.9,47.1,18.0,34.9,30.7,84.6,7.63
A21129_4085,52.8225,10.2125,5.1,57.0,16.9,26.1,25.7,65.7,5.73
A20953_4168,52.3825,10.42,5.6,57.1,17.0,25.9,27.0,51.8,5.03
A20929_4383,52.3225,10.9575,4.9,30.1,23.7,46.2,29.2,73.0,6.63
A20981_4129,52.4525,10.3225,5.3,62.3,16.4,21.2,26.2,74.9,4.82
A21123_4213,52.8075,10.5325,6.4,63.8,13.0,23.3,26.7,65.7,6.23
A21033_4130,52.5825,10.325,5.3,69.6,12.0,18.4,29.8,88.4,6.38
A20843_4157,52.1075,10.3925,6.5,18.2,26.6,55.2,29.8,65.9,5.95
A20828_4210,52.07,10.525,5.2,23.4,31.4,45.2,30.4,69.3,7.13
A20947_4397,52.3675,10.9925,6.0,48.6,24.7,26.7,31.0,83.7,9.69
A20948_4397,52.37,10.9925,5.3,52.6,19.0,28.4,30.9,82.7,9.99
A21097_4186,52.7425,10.465,4.9,61.5,9.2,29.3,27.5,82.3,4.64
A20947_4388,52.3675,10.97,6.5,50.7,22.2,27.1,30.5,63.1,8.86
A21137_4163,52.8425,10.4075,5.1,59.9,14.1,26.0,26.3,75.9,4.71
A20880_4304,52.2,10.76,5.2,23.7,28.3,48.0,26.6,72.8,6.95
A21078_4100,52.695,10.25,5.1,57.5,15.6,26.9,27.3,85.3,5.03
A21109_4083,52.7725,10.2075,4.8,57.1,14.2,28.7,24.6,92.5,4.77
A21115_4249,52.7875,10.6225,5.5,63.4,12.7,23.8,25.2,70.5,5.95
A21113_4109,52.7825,10.2725,4.9,56.0,15.7,28.3,25.7,82.0,6.15
A21029_4083,52.5725,10.2075,5.9,67.9,13.7,18.4,27.2,61.8,5.5
A20914_4191,52.285,10.4775,5.6,43.1,21.4,35.5,32.1,64.1,5.91
A20895_4298,52.2375,10.745,5.3,22.2,29.2,48.6,27.2,79.9,6.26
A21129_4242,52.8225,10.605,5.4,63.9,11.2,24.9,23.9,73.6,6.03
A20991_4169,52.4775,10.4225,5.0,56.3,14.0,29.7,26.6,68.9,5.5
A20930_4184,52.325,10.46,5.7,48.7,20.9,30.4,28.7,70.9,6.54
A21042_4373,52.605,10.9325,5.6,63.3,12.6,24.1,29.2,68.9,8.72
A20916_4133,52.29,10.3325,5.1,41.3,17.2,41.5,31.2,69.3,6.43
A20916_4143,52.29,10.3575,5.1,37.5,21.7,40.8,29.7,81.2,5.97
A20845_4082,52.1125,10.205,5.3,16.1,26.4,57.5,26.9,65.4,5.65
A21005_4228,52.5125,10.57,5.1,59.6,13.1,27.3,27.5,72.9,6.37
