id,lat,lon,ph,sand,clay,silt,cec,humus,stickstoff
A20930_4166,52.325,10.415,5.7,51.7,18.2,30.2,30.4,66.0,6.19
A20954_4285,52.385,10.7125,5.0,50.5,14.5,35.0,30.7,70.0,6.71
A20916_4323,52.29,10.8075,5.0,50.4,19.0,30.6,30.2,76.1,7.19
A20894_4234,52.235,10.585,6.4,31.0,27.8,41.2,31.8,59.1,7.88
A20954_4289,52.385,10.7225,5.0,50.8,14.8,34.5,29.6,72.5,7.13
A20904_4239,52.26,10.5975,5.1,43.8,24.0,32.2,31.3,79.6,6.62
A20874_4212,52.185,10.53,6.4,38.6,24.7,36.7,32.4,56.8,6.65
A20880_4072,52.2,10.18,6.8,23.2,22.7,54.1,28.3,44.1,6.73
A21121_4058,52.8025,10.145,5.0,47.1,20.2,32.8,30.1,87.0,4.86
A20936_4251,52.34,10.6275,5.0,46.7,17.4,35.9,29.2,65.9,6.8
A20909_4227,52.2725,10.5675,6.1,37.2,24.2,38.6,29.9,67.6,6.65
A20921_4189,52.3025,10.4725,6.4,44.2,23.9,31.9,29.2,54.5,6.5
A20891_4224,52.2275,10.56,5.3,39.2,24.6,36.1,31.3,81.1,7.24
A20848_4133,52.12,10.3325,5.1,23.2,30.7,46.1,27.5,68.3,6.22
A20979_4324,52.4475,10.81,5.4,64.1,13.5,22.5,28.3,70.0,6.73
A20851_4112,52.1275,10.28,5.2,17.5,26.2,56.3,27.8,74.2,5.75
A20841_4108,52.1025,10.27,5.5,19.1,35.4,45.5,29.7,76.6,5.6
A20841_4107,52.1025,10.2675,5.4,19.6,33.4,47.0,28.7,68.2,5.7
A20851_4113,52.1275,10.2825,5.2,17.5,26.2,56.3,27.8,74.2,5.75
A20907_4224,52.2675,10.56,5.2,37.1,23.9,39.0,30.8,86.0,7.3
A21070_4290,52.675,10.725,4.9,60.8,12.8,26.4,29.1,85.2,5.96
A20907_4353,52.2675,10.8825,5.1,31.3,23.9,44.8,30.7,87.1,6.34
A21010_4246,52.525,10.615,5.1,64.5,14.5,21.1,26.8,68.0,6.19
A20877_4318,52.1925,10.795,5.1,20.2,28.3,51.5,27.0,73.6,5.39
A20931_4230,52.3275,10.575,5.0,41.8,22.2,36.0,30.3,70.4,6.13
A20917_4142,52.2925,10.355,5.1,38.9,19.2,41.9,30.1,82.1,5.99
A20833_4150,52.0825,10.375,5.3,23.0,31.8,45.2,27.7,70.5,5.54
A20945_4107,52.3625,10.2675,5.1,57.1,13.8,29.2,27.5,99.1,6.83
A20939_4287,52.3475,10.7175,5.1,56.3,16.0,27.7,27.9,60.3,6.72
A20969_4383,52.4225,10.9575,6.1,58.0,15.8,26.2,31.5,60.1,7.31
A20843_4156,52.1075,10.39,6.5,18.2,26.6,55.2,29.8,65.9,5.95
A20981_4176,52.4525,10.44,5.3,62.3,14.3,23.4,25.9,65.5,4.82
A21019_4061,52.5475,10.1525,6.2,70.0,12.9,17.2,30.7,59.2,5.71
A20956_4289,52.39,10.7225,5.2,50.0,15.7,34.4,29.8,70.9,7.05
A20993_4295,52.4825,10.7375,6.2,61.9,11.9,26.3,28.3,51.5,6.89
A20953_4286,52.3825,10.715,5.0,47.6,17.0,35.4,29.0,77.9,6.24
A20984_4193,52.46,10.4825,4.9,64.1,13.4,22.5,26.9,67.4,5.79
A20920_4326,52.3,10.815,5.1,48.8,20.4,30.8,29.2,62.8,8.04
A20876_4218,52.19,10.545,5.2,39.7,23.3,37.1,31.2,74.4,8.22
A20876_4318,52.19,10.795,5.0,19.5,29.7,50.8,26.3,70.6,5.85
A20997_4310,52.4925,10.775,5.9,57.5,16.2,26.3,30.0,63.6,8.19
A20876_4219,52.19,10.5475,5.2,39.7,25.1,35.2,30.8,74.8,8.16
A20997_4294,52.4925,10.735,5.0,61.6,11.9,26.5,27.6,69.4,6.5
A21129_4054,52.8225,10.135,5.0,52.7,20.4,26.8,26.3,76.0,5.42
A20904_4185,52.26,10.4625,5.9,41.4,23.6,35.0,32.2,58.9,6.33
A20896_4411,52.24,11.0275,4.9,29.6,25.0,45.4,31.9,80.7,5.69
A20849_4112,52.1225,10.28,5.2,18.8,26.1,55.1,27.5,82.4,6.16
A20920_4329,52.3,10.8225,5.8,51.7,19.0,29.3,29.1,62.4,8.4
A20843_4113,52.1075,10.2825,6.0,19.4,31.0,49.6,27.7,61.2,5.52
A20848_4130,52.12,10.325,5.2,21.8,29.2,49.0,27.4,79.2,5.62
A20902_4103,52.255,10.2575,6.6,30.7,24.6,44.7,28.4,46.8,5.19
A20847_4142,52.1175,10.355,6.7,19.1,26.3,54.6,28.7,50.3,6.47
A20845_4133,52.1125,10.3325,5.3,22.8,29.6,47.6,28.8,81.1,5.78
A20985_4379,52.4625,10.9475,6.1,62.5,12.1,25.4,31.3,75.7,7.55
A20932_4177,52.33,10.4425,6.0,52.5,23.7,23.9,31.4,78.0,7.47
A20932_4290,52.33,10.725,4.9,53.5,17.8,28.7,30.2,69.0,7.0
A20922_4267,52.305,10.6675,5.3,46.1,19.6,34.3,32.4,73.3,8.53
A20848_4113,52.12,10.2825,5.2,23.1,30.0,46.9,26.4,78.1,5.98
A20848_4115,52.12,10.2875,5.4,24.2,32.3,43.5,26.6,68.4,6.22
A20918_4250,52.295,10.625,5.3,42.8,22.5,34.7,30.7,91.6,8.13
A20925_4184,52.3125,10.46,6.1,52.4,18.7,28.9,30.3,58.1,6.32
A20848_4114,52.12,10.285,5.4,24.2,32.3,43.5,26.6,68.4,6.22
A21131_4090,52.8275,10.225,4.9,44.8,22.3,32.9,25.5,93.4,4.92
A20918_4252,52.295,10.63,5.3,43.3,21.8,34.9,31.7,84.7,8.22
A20848_4117,52.12,10.2925,5.3,24.2,33.7,42.1,27.5,61.5,5.91
A20982_4321,52.455,10.8025,5.0,59.6,15.4,25.0,29.1,75.5,7.74
A20916_4309,52.29,10.7725,5.2,33.3,22.9,43.8,31.5,83.6,5.94
A20915_4309,52.2875,10.7725,5.2,33.7,22.9,43.4,31.8,85.2,6.79
A20917_4309,52.2925,10.7725,5.1,34.3,23.1,42.6,30.0,77.8,6.1
A20958_4219,52.395,10.5475,6.1,60.2,14.2,25.6,28.4,56.5,6.66
A20910_4324,52.275,10.81,5.0,49.7,21.2,29.2,29.1,85.3,7.91
A20913_4156,52.2825,10.39,5.7,38.4,19.8,41.8,31.0,67.1,6.05
A20891_4273,52.2275,10.6825,5.5,32.1,23.1,44.8,33.4,68.3,6.21
A21036_4340,52.59,10.85,4.8,58.9,13.7,27.5,27.0,75.6,5.61
A21118_4346,52.795,10.865,4.9,60.6,13.4,26.0,28.6,88.1,6.86
A20992_4201,52.48,10.5025,4.9,59.1,15.2,25.7,27.2,75.6,5.28
A21041_4319,52.6025,10.7975,4.6,63.8,13.1,23.2,26.9,73.8,6.51
A21102_4105,52.755,10.2625,5.1,63.6,12.8,23.6,26.7,60.0,5.35
A20821_4069,52.0525,10.1725,5.1,23.1,30.8,46.1,27.7,62.2,5.92
A20892_4181,52.23,10.4525,6.6,37.3,24.6,38.1,31.0,50.1,6.5
A21024_4259,52.56,10.6475,5.6,57.5,12.5,30.0,27.4,60.1,6.12
A20839_4134,52.0975,10.335,5.4,19.9,31.6,48.5,27.6,57.9,6.36
A21025_4261,52.5625,10.6525,5.4,56.5,12.1,31.4,28.9,65.7,6.07
A20989_4290,52.4725,10.725,6.0,63.2,12.5,24.3,27.6,65.1,6.75
A20955_4280,52.3875,10.7,5.5,56.2,14.3,29.5,30.1,51.8,7.53
A21030_4205,52.575,10.5125,5.1,62.8,11.1,26.1,27.3,69.1,6.4
A20952_4283,52.38,10.7075,5.1,48.9,17.2,33.8,29.8,78.1,6.07
A20954_4282,52.385,10.705,5.1,51.7,14.5,33.8,29.8,81.3,6.89
A20955_4281,52.3875,10.7025,5.7,53.3,15.0,31.7,29.3,55.6,6.75
A20938_4282,52.345,10.705,5.1,53.4,15.6,31.0,29.8,72.7,7.49
A20950_4292,52.375,10.73,5.1,48.5,18.1,33.3,27.9,67.9,6.2
A21054_4290,52.635,10.725,4.8,56.8,11.9,31.3,26.3,74.9,5.88
A20909_4234,52.2725,10.585,5.1,37.1,28.3,34.6,30.7,77.4,8.03
A21118_4046,52.795,10.115,5.7,58.2,12.0,29.8,30.6,72.2,5.11
A20972_4111,52.43,10.2775,5.5,51.5,20.7,27.8,25.1,74.7,6.39
A20849_4131,52.1225,10.3275,5.2,17.7,29.2,53.1,28.0,65.0,5.31
A20903_4225,52.2575,10.5625,5.3,38.9,22.3,38.8,29.1,81.4,7.59
A20938_4289,52.345,10.7225,5.0,49.4,16.9,33.8,29.8,68.7,6.51
A21115_4051,52.7875,10.1275,4.9,69.5,11.4,19.1,28.5,94.5,4.97
A21119_4048,52.7975,10.12,4.8,58.7,12.6,28.7,28.7,93.9,5.6
A20935_4284,52.3375,10.71,5.0,55.6,16.1,28.3,29.0,72.0,6.24
A20938_4290,52.345,10.725,5.1,50.2,16.6,33.2,30.1,77.8,6.83
A21035_4274,52.5875,10.685,4.8,55.3,10.2,34.5,26.6,77.3,7.23
A21029_4283,52.5725,10.7075,4.7,56.1,16.5,27.4,27.3,77.2,5.88
A20935_4289,52.3375,10.7225,4.9,52.4,17.3,30.3,28.4,65.4,6.58
A20906_4231,52.265,10.5775,5.8,37.7,26.3,36.0,31.3,57.5,7.25
A20888_4234,52.22,10.585,5.4,39.3,21.9,38.8,31.6,77.7,8.13
A20925_4238,52.3125,10.595,6.3,43.0,20.7,36.3,30.1,63.0,5.91
A21093_4191,52.7325,10.4775,5.0,61.9,9.6,28.4,28.7,84.0,4.78
A21029_4204,52.5725,10.51,5.2,62.8,11.1,26.1,28.1,63.1,5.7
A20869_4187,52.1725,10.4675,6.4,32.6,27.8,39.5,28.9,63.3,6.39
A20954_4291,52.385,10.7275,5.0,49.5,14.5,36.0,29.7,78.7,8.6
A21077_4458,52.6925,11.145,4.7,56.7,13.5,29.8,30.2,80.7,6.56
A20997_4295,52.4925,10.7375,5.0,61.9,12.2,26.0,27.6,69.7,6.59
A20953_4282,52.3825,10.705,5.0,48.9,16.7,34.4,28.2,82.3,6.27
A20924_4191,52.31,10.4775,6.0,48.1,20.0,31.9,29.2,62.0,6.99
A21107_4109,52.7675,10.2725,4.7,50.5,16.7,32.7,27.4,88.4,6.04
A21090_4079,52.725,10.1975,4.8,60.5,10.9,28.6,26.3,81.9,4.99
A21091_4080,52.7275,10.2,4.7,55.8,12.5,31.7,23.8,79.0,4.87
A20917_4251,52.2925,10.6275,6.3,40.6,20.1,39.3,31.6,61.1,7.97
A20842_4112,52.105,10.28,5.4,18.9,33.8,47.3,26.6,70.3,6.24
A20909_4235,52.2725,10.5875,5.1,37.1,28.3,34.6,30.7,77.4,8.03
A20850_4132,52.125,10.33,5.9,21.6,31.1,47.4,28.6,60.5,5.61
A20843_4128,52.1075,10.32,5.3,20.1,32.4,47.6,28.2,77.2,5.25
A20916_4220,52.29,10.55,5.6,43.9,23.3,32.9,30.4,84.7,7.18
A20846_4106,52.115,10.265,5.2,24.9,31.9,43.2,29.0,80.0,5.89
A20929_4179,52.3225,10.4475,6.4,53.2,20.0,26.8,29.6,56.6,7.55
A20993_4075,52.4825,10.1875,5.3,55.3,20.7,24.0,24.2,86.7,5.95
A20986_4320,52.465,10.8,5.4,62.7,12.8,24.6,29.3,69.7,6.46
A20911_4324,52.2775,10.81,5.1,51.3,17.7,30.9,29.6,83.3,8.36
A20874_4394,52.185,10.985,6.5,31.4,22.0,46.6,30.4,55.0,7.28
A20912_4190,52.28,10.475,5.2,41.7,22.8,35.5,31.8,86.1,6.21
A20909_4228,52.2725,10.57,6.0,36.9,25.4,37.7,28.6,64.6,6.72
A20908_4228,52.27,10.57,5.8,36.4,25.6,38.0,29.6,66.8,6.77
A20904_4244,52.26,10.61,5.0,42.5,24.5,33.1,31.4,75.6,6.75
A20847_4115,52.1175,10.2875,5.3,23.1,32.1,44.7,27.2,88.3,6.29
A20917_4340,52.2925,10.85,6.2,48.8,19.4,31.9,30.4,60.2,7.3
A20904_4238,52.26,10.595,5.1,43.8,24.0,32.2,31.3,79.6,6.62
A20848_4132,52.12,10.33,5.1,21.9,32.0,46.1,27.2,74.1,5.98
A20981_4288,52.4525,10.72,5.0,63.7,13.5,22.8,30.1,77.8,7.2
A20847_4107,52.1175,10.2675,5.2,24.6,29.7,45.8,28.6,73.7,5.8
A20849_4110,52.1225,10.275,5.2,21.1,27.3,51.6,27.8,79.1,6.22
A20859_4257,52.1475,10.6425,5.3,27.5,29.3,43.2,29.2,88.4,6.1
A20964_4321,52.41,10.8025,5.0,50.8,17.4,31.8,29.7,70.6,7.5
A20867_4292,52.1675,10.73,6.0,30.6,22.8,46.7,32.5,68.6,6.68
A20990_4139,52.475,10.3475,5.7,66.6,15.2,18.2,25.7,68.4,5.13
A20892_4207,52.23,10.5175,5.6,35.9,26.0,38.1,29.8,75.3,9.37
A20824_4064,52.06,10.16,5.3,19.3,27.6,53.1,28.0,61.0,6.15
A20912_4183,52.28,10.4575,5.2,46.5,20.5,33.1,30.7,70.8,6.55
A20824_4062,52.06,10.155,5.4,19.0,29.5,51.5,30.2,75.5,6.11
A20929_4167,52.3225,10.4175,5.9,46.5,19.0,34.5,31.2,56.5,5.74
A20904_4188,52.26,10.47,5.8,40.1,24.0,35.8,31.3,57.7,6.95
A20928_4168,52.32,10.42,5.8,46.5,17.3,36.2,30.4,57.0,6.18
A20845_4124,52.1125,10.31,5.2,20.1,32.9,47.0,28.1,75.7,5.61
A20981_4326,52.4525,10.815,4.8,64.2,13.2,22.6,28.4,74.2,6.95
A20970_4046,52.425,10.115,5.1,46.1,24.0,29.9,26.0,65.3,5.9
A20931_4231,52.3275,10.5775,5.1,40.0,20.7,39.3,31.5,68.9,6.21
A20904_4240,52.26,10.6,5.1,45.2,23.5,31.2,30.8,82.2,6.44
A20892_4227,52.23,10.5675,5.3,34.8,28.2,37.0,30.2,77.0,6.85
A20912_4238,52.28,10.595,5.5,38.7,23.5,37.7,30.6,69.0,6.85
A20939_4048,52.3475,10.12,5.4,47.0,19.5,33.6,27.8,64.4,4.87
A20936_4053,52.34,10.1325,5.2,45.5,21.5,33.1,27.5,67.0,6.12
A20971_4046,52.4275,10.115,5.1,45.9,23.3,30.8,25.6,65.9,5.77
A20845_4123,52.1125,10.3075,5.2,20.1,32.9,47.0,28.1,75.7,5.61
A20847_4116,52.1175,10.29,5.3,23.1,33.7,43.1,27.2,78.0,6.19
A20950_4203,52.375,10.5075,5.7,55.7,15.0,29.2,28.6,56.6,6.48
A20846_4123,52.115,10.3075,5.3,20.4,32.9,46.7,27.6,69.7,5.7
A20903_4224,52.2575,10.56,5.2,36.8,25.1,38.1,28.9,82.2,8.52
A20937_4049,52.3425,10.1225,5.4,42.0,23.2,34.7,27.5,67.4,6.09
A20919_4137,52.2975,10.3425,5.2,38.8,21.4,39.8,31.2,91.5,5.96
A20973_4356,52.4325,10.89,4.8,56.9,15.0,28.0,29.9,74.3,8.02
A20870_4332,52.175,10.83,5.0,22.0,25.4,52.6,27.7,62.5,5.7
A20897_4303,52.2425,10.7575,5.2,28.5,31.9,39.6,27.6,81.4,6.5
A20845_4120,52.1125,10.3,5.1,22.3,33.1,44.6,27.1,73.1,6.05
A20950_4200,52.375,10.5,6.2,53.7,17.5,28.9,28.0,49.0,6.26
A20904_4241,52.26,10.6025,5.2,43.6,24.9,31.6,30.9,77.5,6.74
A20945_4168,52.3625,10.42,5.1,60.1,15.7,24.2,28.6,58.9,5.74
A21035_4197,52.5875,10.4925,5.0,61.3,13.5,25.1,27.0,77.6,6.35
A20918_4201,52.295,10.5025,5.4,41.2,29.4,29.4,32.5,71.6,7.34
A20892_4299,52.23,10.7475,5.2,22.5,28.4,49.0,25.2,78.1,5.78
A20937_4050,52.3425,10.125,5.2,41.9,23.3,34.8,27.5,80.9,6.48
A20859_4354,52.1475,10.885,5.8,23.9,26.7,49.5,27.6,57.0,5.86
A20906_4237,52.265,10.5925,5.1,43.6,22.2,34.1,32.2,77.1,6.65
A20980_4227,52.45,10.5675,4.9,58.5,16.1,25.4,29.5,79.2,7.34
A20938_4048,52.345,10.12,5.2,42.9,21.7,35.4,28.1,72.7,5.94
A20848_4128,52.12,10.32,5.2,21.7,29.1,49.1,27.6,69.5,5.42
A20845_4127,52.1125,10.3175,5.3,18.1,28.4,53.4,28.3,72.7,5.89
A20969_4097,52.4225,10.2425,5.2,53.7,19.8,26.5,26.8,72.6,6.32
A20973_4357,52.4325,10.8925,4.8,56.9,15.0,28.0,29.9,74.3,8.02
A20937_4052,52.3425,10.13,5.1,41.6,22.9,35.5,27.7,81.1,6.38
A21050_4303,52.625,10.7575,4.7,55.6,14.8,29.6,24.9,80.2,5.24
A21011_4209,52.5275,10.5225,5.2,66.0,14.1,19.9,26.6,76.5,5.42
A20965_4365,52.4125,10.9125,4.8,45.4,19.6,34.9,28.8,79.2,7.44
A21026_4251,52.565,10.6275,5.1,62.0,13.9,24.1,27.7,73.3,6.61
A20919_4251,52.2975,10.6275,5.2,47.9,17.6,34.5,31.4,84.4,8.13
A21070_4046,52.675,10.115,5.2,66.9,10.0,23.1,26.5,74.8,5.07
A20971_4042,52.4275,10.105,5.0,49.7,18.8,31.5,26.7,67.8,6.36
A20823_4061,52.0575,10.1525,5.3,17.4,27.7,54.9,29.9,68.1,5.4
A20825_4062,52.0625,10.155,5.2,18.6,26.9,54.5,30.1,72.0,5.32
A20929_4183,52.3225,10.4575,5.6,50.8,18.8,30.4,30.1,76.4,7.87
A20903_4189,52.2575,10.4725,5.7,40.4,24.7,35.0,30.6,65.1,6.61
A20903_4183,52.2575,10.4575,6.0,40.5,23.4,36.1,31.7,60.1,6.04
A20907_4236,52.2675,10.59,5.1,37.5,26.4,36.1,31.9,72.6,7.16
A20870_4232,52.175,10.58,6.4,26.4,25.6,48.0,31.8,51.9,7.13
A21022_4086,52.555,10.215,5.1,71.3,14.1,14.6,27.8,90.3,5.91
A20920_4259,52.3,10.6475,5.2,45.7,19.6,34.8,32.9,86.4,7.98
A20921_4134,52.3025,10.335,5.9,40.0,23.7,36.3,30.1,70.0,6.42
A20932_4237,52.33,10.5925,5.1,38.7,20.6,40.7,31.8,77.3,6.29
A20848_4125,52.12,10.3125,5.3,20.8,32.8,46.5,27.0,70.0,5.42
A20965_4266,52.4125,10.665,6.2,61.1,14.6,24.3,27.8,65.8,6.09
A21006_4044,52.515,10.11,5.2,59.6,14.2,26.3,27.6,69.3,6.65
A20922_4191,52.305,10.4775,6.3,43.3,23.1,33.6,30.4,52.0,6.56
A20947_4167,52.3675,10.4175,5.5,59.5,13.0,27.4,27.8,63.7,5.51
A20840_4129,52.1,10.3225,5.2,19.3,29.0,51.6,27.6,75.2,6.21
A20943_4231,52.3575,10.5775,6.2,47.4,18.4,34.2,28.8,49.5,7.78
A20909_4239,52.2725,10.5975,5.0,36.4,25.3,38.3,32.0,81.3,7.87
A20849_4124,52.1225,10.31,5.4,14.7,26.7,58.6,27.7,54.7,5.36
A20841_4129,52.1025,10.3225,5.5,21.5,31.8,46.7,27.9,68.7,6.19
A20841_4130,52.1025,10.325,5.6,20.8,33.1,46.1,27.1,70.6,5.79
A20936_4201,52.34,10.5025,5.8,49.4,21.7,28.9,29.7,57.8,7.78
A21005_4042,52.5125,10.105,5.2,57.3,13.6,29.1,27.4,65.6,7.01
A21006_4042,52.515,10.105,5.2,59.4,13.3,27.2,27.0,67.8,7.15
A20926_4246,52.315,10.615,6.2,45.2,20.0,34.9,32.7,58.4,7.1
A20871_4184,52.1775,10.46,5.4,23.4,28.3,48.3,29.8,76.2,6.14
A20867_4152,52.1675,10.38,5.3,20.5,28.8,50.6,30.0,70.1,5.99
A20905_4185,52.2625,10.4625,5.9,42.8,22.4,34.7,31.8,58.4,6.31
A20913_4186,52.2825,10.465,6.0,46.2,19.9,33.9,30.3,60.1,5.31
A21012_4188,52.53,10.47,5.0,65.3,15.1,19.6,25.6,78.7,6.15
A20909_4226,52.2725,10.565,6.1,37.2,24.2,38.6,29.9,67.6,6.65
A20839_4129,52.0975,10.3225,5.5,19.9,29.2,50.9,27.4,61.2,6.62
A20932_4186,52.33,10.465,6.3,52.4,21.0,26.6,27.9,58.8,6.65
A20970_4147,52.425,10.3675,5.9,67.7,10.5,21.8,27.6,64.3,5.99
A20920_4257,52.3,10.6425,5.3,47.8,20.3,31.9,31.5,88.3,8.02
A20893_4231,52.2325,10.5775,5.8,30.4,26.1,43.5,33.2,66.7,7.32
A20874_4183,52.185,10.4575,6.5,27.7,24.9,47.5,29.7,65.0,7.12
A20968_4151,52.42,10.3775,6.1,62.3,12.3,25.3,29.4,54.9,7.74
A20929_4180,52.3225,10.45,6.3,54.8,20.5,24.7,29.8,67.0,7.59
A20879_4289,52.1975,10.7225,5.3,26.1,26.0,47.9,27.5,66.8,6.05
A20938_4174,52.345,10.435,5.8,51.8,18.3,29.9,33.2,71.5,6.98
A20856_4312,52.14,10.78,6.7,29.2,32.6,38.2,30.2,58.1,6.35
A20983_4143,52.4575,10.3575,5.2,60.7,18.4,20.9,25.6,88.7,5.5
A20984_4146,52.46,10.365,4.9,58.8,17.2,24.0,25.9,60.3,5.07
A20892_4225,52.23,10.5625,5.3,34.5,29.1,36.4,30.2,75.5,6.75
A20892_4232,52.23,10.58,5.4,33.2,25.8,41.1,32.4,76.8,7.68
A20893_4230,52.2325,10.575,5.3,31.4,25.0,43.6,33.1,77.5,7.5
A20948_4169,52.37,10.4225,6.0,61.0,14.4,24.6,28.7,44.9,5.54
A20892_4230,52.23,10.575,5.3,31.0,25.0,44.1,31.9,78.8,7.25
A21010_4050,52.525,10.125,6.2,45.8,18.9,35.2,27.9,60.0,6.05
A20905_4239,52.2625,10.5975,5.2,43.7,24.4,31.9,31.2,75.6,6.25
A21033_4067,52.5825,10.1675,5.5,68.1,13.9,18.0,26.3,69.7,5.78
A20968_4150,52.42,10.375,5.5,61.4,13.5,25.1,29.4,61.1,7.36
A20967_4150,52.4175,10.375,6.0,61.9,12.8,25.3,28.8,54.5,6.89
A20969_4147,52.4225,10.3675,5.3,67.2,10.1,22.6,28.3,68.5,6.24
A20892_4233,52.23,10.5825,5.4,33.2,25.8,41.1,32.4,76.8,7.68
A20968_4149,52.42,10.3725,5.4,62.0,11.5,26.5,28.4,67.2,6.59
A20918_4249,52.295,10.6225,5.3,42.8,22.5,34.7,30.7,91.6,8.13
A20921_4245,52.3025,10.6125,6.3,43.4,21.0,35.6,29.6,65.0,8.76
A20912_4185,52.28,10.4625,5.2,45.3,21.0,33.7,31.5,66.4,6.36
A20910_4239,52.275,10.5975,5.7,38.3,22.6,39.1,31.2,63.2,6.92
A21023_4080,52.5575,10.2,6.0,71.6,13.0,15.5,28.1,60.3,6.59
A20942_4170,52.355,10.425,5.4,57.8,15.4,26.8,31.0,71.9,6.87
A20980_4186,52.45,10.465,4.7,62.7,14.8,22.6,28.2,67.4,5.81
A21068_4394,52.67,10.985,4.7,56.1,12.3,31.6,27.9,66.8,6.86
A20997_4228,52.4925,10.57,5.4,64.7,12.9,22.4,26.7,62.7,5.46
A21052_4376,52.63,10.94,5.0,63.1,12.7,24.2,27.3,77.1,7.62
A20905_4235,52.2625,10.5875,5.2,42.5,22.8,34.7,30.7,88.6,7.25
A20984_4100,52.46,10.25,5.5,66.5,14.3,19.2,27.9,68.4,6.12
A20893_4206,52.2325,10.515,6.0,35.6,26.5,37.9,29.3,61.0,9.6
A20942_4192,52.355,10.48,6.3,53.8,16.8,29.4,30.2,48.9,5.75
A20912_4186,52.28,10.465,5.3,45.9,20.4,33.6,32.2,78.7,5.83
A20941_4191,52.3525,10.4775,5.4,44.9,25.1,30.0,31.1,64.5,5.59
A20868_4085,52.17,10.2125,5.3,21.6,27.4,51.0,29.1,102.3,5.78
A21066_4397,52.665,10.9925,4.7,55.2,12.7,32.1,28.0,72.3,6.85
A20893_4117,52.2325,10.2925,5.0,26.3,24.3,49.5,29.2,64.3,6.59
A20840_4122,52.1,10.305,6.1,20.8,30.6,48.7,27.7,66.6,7.15
A20919_4250,52.2975,10.625,5.2,48.0,17.6,34.4,31.1,81.4,8.26
A20973_4196,52.4325,10.49,5.4,64.9,12.8,22.3,29.6,60.0,6.31
A20905_4237,52.2625,10.5925,5.1,43.8,24.4,31.8,31.5,84.7,6.88
A20919_4249,52.2975,10.6225,5.2,48.0,17.6,34.4,31.1,81.4,8.26
A20823_4286,52.0575,10.715,6.8,28.5,31.5,40.0,30.1,60.7,8.95
A20917_4253,52.2925,10.6325,5.3,42.6,21.7,35.7,31.9,86.3,7.75
A20910_4402,52.275,11.005,5.1,27.3,22.9,49.8,30.8,60.7,7.11
A20884_4324,52.21,10.81,5.2,21.8,25.5,52.7,26.4,68.1,6.01
A21027_4252,52.5675,10.63,5.2,60.8,12.7,26.5,27.8,78.2,6.63
A20843_4130,52.1075,10.325,5.4,18.8,31.7,49.5,28.4,72.8,4.8
A20872_4184,52.18,10.46,5.3,27.4,25.7,46.9,31.4,73.2,6.73
A20967_4131,52.4175,10.3275,5.4,60.0,12.7,27.3,29.4,77.5,5.68
A20852_4122,52.13,10.305,6.9,16.7,27.4,56.0,26.4,53.8,6.1
A20833_4181,52.0825,10.4525,5.3,26.0,28.5,45.5,28.4,63.6,6.92
A20832_4182,52.08,10.455,6.0,26.2,27.1,46.7,28.6,52.8,6.62
A20852_4171,52.13,10.4275,6.8,24.4,31.0,44.6,28.9,72.3,6.11
A20914_4252,52.285,10.63,5.1,41.7,23.1,35.2,31.0,79.6,7.9
A20877_4218,52.1925,10.545,5.3,37.5,23.0,39.6,32.1,75.3,8.29
A21010_4096,52.525,10.24,5.3,70.7,12.5,16.8,26.3,80.9,5.94
A20954_4172,52.385,10.43,5.1,52.2,18.9,28.9,26.8,70.7,5.46
A21011_4094,52.5275,10.235,5.1,68.2,12.9,18.9,26.2,80.9,5.69
A20979_4181,52.4475,10.4525,5.0,61.2,13.3,25.5,27.0,80.1,5.97
A20978_4184,52.445,10.46,5.4,63.5,15.0,21.5,28.4,68.1,5.86
A20929_4234,52.3225,10.585,5.2,43.3,23.6,33.1,29.1,72.7,6.23
A20936_4189,52.34,10.4725,5.8,52.8,20.0,27.2,29.9,56.5,6.46
A20840_4061,52.1,10.1525,5.5,17.2,24.4,58.4,29.1,49.0,5.98
A21009_4044,52.5225,10.11,5.2,60.4,13.0,26.7,27.6,71.1,6.55
A20840_4106,52.1,10.265,5.4,20.3,31.2,48.6,26.1,73.9,5.4
A20880_4217,52.2,10.5425,5.6,35.5,24.4,40.2,32.8,71.8,8.15
A20995_4127,52.4875,10.3175,5.5,57.0,15.6,27.5,25.7,79.5,6.08
A20824_4205,52.06,10.5125,5.3,24.1,29.2,46.6,29.8,72.3,8.21
A20943_4065,52.3575,10.1625,6.3,54.8,16.5,28.7,26.9,51.5,5.57
A20979_4184,52.4475,10.46,4.8,64.8,13.6,21.5,28.2,85.0,5.72
A20977_4365,52.4425,10.9125,5.3,60.0,13.5,26.5,31.1,95.4,7.95
A20839_4060,52.0975,10.15,5.9,17.5,25.1,57.4,28.1,56.1,5.9
A20828_4215,52.07,10.5375,5.3,23.5,27.2,49.3,29.5,70.7,7.12
A21135_4131,52.8375,10.3275,5.1,49.4,19.9,30.7,25.3,95.9,5.08
A21015_4098,52.5375,10.245,5.5,71.9,10.7,17.5,26.8,58.9,5.84
A20913_4308,52.2825,10.77,5.2,38.3,20.5,41.2,31.8,82.2,7.3
A20922_4315,52.305,10.7875,5.1,49.3,20.3,30.4,29.6,70.3,7.2
A21014_4100,52.535,10.25,5.2,71.7,10.4,17.9,26.2,72.3,5.85
A20829_4216,52.0725,10.54,5.9,23.7,27.1,49.2,28.7,58.0,7.49
