id,titel,wald,ort,abstand_km
W0950,Wald bei Niephagen,,Niephagen,1.6
W0951,Wald bei Kuhfelde,,Kuhfelde,0.9
W0952,Wald bei Schieben,,Schieben,1.2
W1706,Wald bei Schieben,,Schieben,0.5
W1707,Wald bei Hof Hiester,,Hof Hiester,1.5
W1771,Wald bei Hof Hiester,,Hof Hiester,2.2
W1772,Wald bei Queloh,,Queloh,1.5
W1773,Wald bei Queloh,,Queloh,2.2
W1774,Wald bei Siedenholz,,Siedenholz,2.2
W1775,Wald bei Siedenholz,,Siedenholz,1.5
W1776,Wald bei Lohe,,Lohe,1.6
W1777,Wald bei Dalle,,Dalle,2.3
W1778,Wald bei Weyhausen,,Weyhausen,2.4
W1779,Wald bei Weyhausen,,Weyhausen,0.7
W1780,Wald bei Weyhausen,,Weyhausen,1.8
W1781,Wald bei Hagen,,Hagen,3.2
W1782,Wald bei Zittel,,Zittel,1.8
W1708,Wald bei Behren,,Behren,0.9
W1709,Wald bei Günne,,Günne,1.3
W1710,Wald bei Bokel,,Bokel,1.5
W1711,Wald bei Bokel,,Bokel,3.1
W1712,Wald bei Röhrsen,,Röhrsen,1.6
W1713,Wald bei Röhrsen,,Röhrsen,1.7
W1714,Wald bei Lüder,,Lüder,1.5
W1715,Wald bei Langenbrügge,,Langenbrügge,0.4
W1716,Wald bei Langenbrügge,,Langenbrügge,1.6
W1717,Wald bei Schmölau,,Schmölau,2.5
W1783,Wald bei Neuekrug,,Neuekrug,2.7
W1718,Wald bei Rustenbeck,,Rustenbeck,1.0
W1719,Wald bei Hof Lerchental,,Hof Lerchental,1.4
W1720,Wald bei Eickhorst,,Eickhorst,1.1
W1721,Wald bei Dähre,,Dähre,0.4
W1722,Wald bei Nipkendey,,Nipkendey,0.7
W1723,Wald bei Ellenberg,,Ellenberg,0.3
W1724,Wald bei Wallstawe,,Wallstawe,1.1
W1725,Wald bei Wallstawe,,Wallstawe,0.9
W1726,Wald bei Niephagen,,Niephagen,0.4
W1727,Wald bei Eversdorf,,Eversdorf,1.2
W1728,Wald bei Kuhfelde,,Kuhfelde,1.5
W1729,Wald bei Schieben,,Schieben,2.1
W0954,Wald bei Hof Hiester,,Hof Hiester,0.8
W0955,Wald bei Hof Hiester,,Hof Hiester,2.6
W0956,Wald bei Queloh,,Queloh,2.5
W0957,Wald bei Lutterloh,,Lutterloh,2.5
W0958,Wald bei Siedenholz,,Siedenholz,0.8
W0959,Wald bei Siedenholz,,Siedenholz,1.4
W0960,Wald bei Dalle,,Dalle,2.9
W0961,Wald bei Weyhausen,,Weyhausen,3.7
W0962,Wald bei Weyhausen,,Weyhausen,2.1
W0963,Wald bei Weyhausen,,Weyhausen,1.8
W0964,Wald bei Weyhausen,,Weyhausen,3.1
W0965,Wald bei Zittel,,Zittel,2.2
W0966,Wald bei Zittel,,Zittel,0.5
W0967,Wald bei Günne,,Günne,0.9
W0968,Wald bei Bokel,,Bokel,0.3
W0969,Wald bei Bokel,,Bokel,1.8
W0970,Wald bei Röhrsen,,Röhrsen,1.9
W0971,Wald bei Röhrsen,,Röhrsen,0.3
W0972,Wald bei Lüder,,Lüder,0.5
W0973,Wald bei Neu Lüder,,Neu Lüder,0.8
W0974,Wald bei Langenbrügge,,Langenbrügge,1.1
W0975,Wald bei Schmölau,,Schmölau,2.3
W0976,Wald bei Schmölau,,Schmölau,1.4
W0977,Wald bei Markau,,Markau,1.5
W1730,Wald bei Bonese,,Bonese,1.1
W0978,Wald bei Winkelstedt,,Winkelstedt,1.0
W0979,Wald bei Wendischhorst,,Wendischhorst,0.9
W1731,Wald bei Siedendolsleben,,Siedendolsleben,0.7
W0980,Wald bei Wiersdorf,,Wiersdorf,0.4
W1732,Wald bei Langenapel,,Langenapel,0.4
W1733,Wald bei Wistedt,,Wistedt,0.7
W0981,Wald bei Niephagen,,Niephagen,1.3
W0982,Wald bei Niephagen,,Niephagen,1.1
W0983,Wald bei Eversdorf,,Eversdorf,1.0
W0984,Wald bei Ziethnitz,,Ziethnitz,2.1
W1734,Wald bei Ziethnitz,,Ziethnitz,1.8
W0986,Wald bei Misselhorn,,Misselhorn,0.7
W0987,Wald bei Weesen,,Weesen,1.9
W0988,Wald bei Lutterloh,,Lutterloh,1.5
W0989,Wald bei Lutterloh,,Lutterloh,0.7
W0990,Wald bei Neu Lutterloh,,Neu Lutterloh,0.5
W0991,Wald bei Waldhäuser,,Waldhäuser,1.5
W0992,Wald bei Unterlüß,,Unterlüß,1.3
W0993,Wald bei Unterlüß,,Unterlüß,2.8
W0994,Wald bei Weyhausen,,Weyhausen,3.9
W0995,Wald bei Weyhausen,,Weyhausen,3.7
W0996,Wald bei Breitenhees,,Breitenhees,4.2
W0997,Wald bei Breitenhees,,Breitenhees,2.3
W0998,Wald bei Breitenhees,,Breitenhees,1.0
W0999,Wald bei Günne,,Günne,1.9
W1000,Wald bei Bokel,,Bokel,1.8
W1001,Wald bei Bokel,,Bokel,2.5
W1002,Wald bei Reinstorf,,Reinstorf,1.9
W1003,Wald bei Reinstorf,,Reinstorf,0.2
W1735,Wald bei Reinstorf,,Reinstorf,1.4
W1736,Wald bei Bad Bodenteich,,Bad Bodenteich,0.3
W1004,Wald bei Abbendorf,,Abbendorf,1.4
W1005,Wald bei Schafwedel,,Schafwedel,0.8
W1006,Wald bei Schmölau,,Schmölau,0.6
W1007,Wald bei Holzhausen,,Holzhausen,0.3
W1737,Wald bei Wiewohl,,Wiewohl,0.4
W1008,Wald bei Winkelstedt,,Winkelstedt,1.2
W1009,Wald bei Hohendolsleben,,Hohendolsleben,0.5
W1010,Wald bei Siedendolsleben,,Siedendolsleben,0.9
W1011,Wald bei Langenapel,,Langenapel,1.1
W1012,Wald bei Wistedt,,Wistedt,0.8
W1738,Wald bei Osterwohle,,Osterwohle,0.5
W1013,Wald bei Tylsen,,Tylsen,1.2
W1739,Wald bei Klein Wieblitz,,Klein Wieblitz,0.9
W1014,Wald bei Kemnitz,,Kemnitz,0.7
W1015,Wald bei Ziethnitz,,Ziethnitz,0.4
W1740,Wald bei Ziethnitz,,Ziethnitz,1.7
W1017,Wald bei Weesen,,Weesen,0.9
W1018,Wald bei Weesen,,Weesen,1.6
W1019,Wald bei Lutterloh,,Lutterloh,2.1
W1020,Wald bei Lutterloh,,Lutterloh,1.6
W1021,Wald bei Waldhäuser,,Waldhäuser,1.5
W1022,Wald bei Unterlüß,,Unterlüß,1.6
W1023,Wald bei Unterlüß,,Unterlüß,1.1
W1024,Wald bei Unterlüß,,Unterlüß,2.8
W1025,Wald bei Unterlüß,,Unterlüß,4.7
W1026,Wald bei Weyhausen,,Weyhausen,5.7
W1027,Wald bei Breitenhees,,Breitenhees,4.2
W1028,Wald bei Breitenhees,,Breitenhees,2.4
W1029,Wald bei Breitenhees,,Breitenhees,1.0
W1030,Wald bei Breitenhees,,Breitenhees,2.1
W1031,Wald bei Nienwohlde,,Nienwohlde,1.6
W1032,Wald bei Nienwohlde,,Nienwohlde,0.9
W1033,Wald bei Reinstorf,,Reinstorf,2.6
W1034,Wald bei Reinstorf,,Reinstorf,1.8
W1035,Wald bei Häcklingen,,Häcklingen,0.9
W1036,Wald bei Schostorf,,Schostorf,1.2
W1037,Wald bei Schafwedel,,Schafwedel,1.5
W1038,Wald bei Schmölau,,Schmölau,2.6
W1039,Wald bei Wiewohl,,Wiewohl,1.3
W1040,Wald bei Wiewohl,,Wiewohl,1.0
W1041,Wald bei Dahrendorf,,Dahrendorf,0.3
W1042,Wald bei Kortenbeck,,Kortenbeck,0.7
W1043,Wald bei Barnebeck,,Barnebeck,0.1
W1044,Wald bei Henningen,,Henningen,0.4
W1045,Wald bei Osterwohle,,Osterwohle,1.5
W1741,Wald bei Klein Gerstedt,,Klein Gerstedt,0.5
W1784,Wald bei Häcklingen,,Häcklingen,0.6
W1785,Wald bei Osterwohle,,Osterwohle,1.6
W1786,Wald bei Bombeck,,Bombeck,1.5
W1787,Wald bei Groß Gerstedt,,Groß Gerstedt,1.0
W1788,Wald bei Böddenstedt,,Böddenstedt,0.8
W1789,Wald bei Böddenstedt,,Böddenstedt,2.0
W1790,Wald bei Weißes Moor,,Weißes Moor,3.5
W1791,Wald bei Wiswedel,,Wiswedel,1.0
W1792,Wald bei Benitz,,Benitz,0.5
W1793,Wald bei Nesenitz,,Nesenitz,3.5
W1794,Wald bei Jarnsen,,Jarnsen,1.0
W1795,Wald bei Bunkenburg,,Bunkenburg,0.6
W1796,Wald bei Teichgut (Küsterberg),,Teichgut (Küsterberg),0.5
W1797,Wald bei Nettgau,,Nettgau,1.7
W1798,Wald bei Nettgau,,Nettgau,1.0
W1799,Wald bei Neulingsmühle,,Neulingsmühle,1.1
W1800,Wald bei Nesenitz,,Nesenitz,2.3
W1801,Wald bei Gockenholz,,Gockenholz,1.5
