id,lat,lon,haupt,haupt_anteil,waldanteil,pixel,verteilung
W0747,52.6806,10.3658,5,0.462,0.058,24400,5:0.462;2:0.206;9:0.151;6:0.058;8:0.052;4:0.033
W0748,52.6806,10.3954,9,0.332,0.24,40000,9:0.332;5:0.25;4:0.161;2:0.121;6:0.05;8:0.034
W0749,52.6806,10.4249,9,0.439,0.642,40000,9:0.439;5:0.189;2:0.096;6:0.078;4:0.075;10:0.068
W0750,52.6806,10.4545,9,0.71,0.776,40000,9:0.71;2:0.077;5:0.05;10:0.047;8:0.043;4:0.034
W0751,52.6806,10.484,9,0.747,0.497,40000,9:0.747;4:0.093;5:0.05;10:0.045;2:0.038
W0752,52.6806,10.5135,9,0.527,0.249,40000,9:0.527;5:0.14;2:0.119;4:0.117;10:0.059
W0753,52.6806,10.5726,9,0.494,0.281,40000,9:0.494;5:0.17;10:0.12;2:0.116;4:0.038;6:0.034
W0754,52.6806,10.6021,9,0.258,0.337,40000,9:0.258;8:0.178;2:0.171;6:0.106;4:0.105;5:0.087
W0755,52.6806,10.6317,9,0.475,0.65,29000,9:0.475;8:0.151;5:0.12;10:0.068;4:0.066;2:0.048
W0756,52.6806,10.6612,9,0.569,0.746,40000,9:0.569;5:0.094;2:0.091;4:0.084;10:0.073;8:0.049
W0757,52.6806,10.6908,9,0.464,0.164,40000,9:0.464;5:0.153;6:0.122;10:0.102;2:0.077;4:0.033
W0758,52.6806,10.7203,9,0.555,0.545,40000,9:0.555;2:0.12;8:0.09;4:0.076;10:0.058;6:0.055
W0759,52.6806,10.7498,9,0.66,0.706,40000,9:0.66;4:0.115;8:0.053;2:0.051;6:0.046;5:0.039
W0760,52.6806,10.7794,9,0.769,0.334,39800,9:0.769;4:0.062;5:0.05;2:0.047;8:0.025;10:0.021
W0761,52.6806,10.8089,5,0.386,0.191,40000,5:0.386;4:0.122;6:0.12;3:0.114;9:0.09;10:0.066
W0762,52.6806,10.8975,9,0.556,0.102,33400,9:0.556;5:0.209;2:0.115;10:0.041;6:0.03;17:0.026
W0763,52.6806,10.9271,9,0.529,0.35,40000,9:0.529;5:0.158;4:0.136;10:0.057;8:0.056;2:0.025
W0764,52.6806,10.9566,9,0.525,0.84,40000,9:0.525;10:0.139;4:0.128;8:0.098;5:0.072
W0765,52.6806,10.9861,9,0.718,0.787,40000,9:0.718;10:0.11;8:0.055;5:0.038;4:0.036
W0766,52.6806,11.0452,5,0.391,0.06,40000,5:0.391;9:0.201;6:0.129;3:0.116;17:0.067;4:0.033
W0767,52.6986,10.1,9,0.792,0.724,19800,9:0.792;2:0.084;5:0.052;10:0.026;8:0.023
W0768,52.6986,10.1295,9,0.912,0.427,40000,9:0.912;2:0.057
W0769,52.6986,10.1591,9,0.828,0.573,40000,9:0.828;2:0.083;10:0.055
W0770,52.6986,10.1886,9,0.699,0.614,40000,9:0.699;2:0.221;10:0.047
W0771,52.6986,10.2182,9,0.796,0.372,40000,9:0.796;2:0.099;5:0.052;10:0.025
W0772,52.6986,10.2477,9,0.473,0.367,40000,9:0.473;2:0.242;5:0.099;10:0.073;4:0.036;8:0.029
W0773,52.6986,10.2772,9,0.624,0.452,40000,9:0.624;2:0.139;4:0.066;8:0.059;5:0.053;6:0.027
W0774,52.6986,10.3068,9,0.676,0.343,40000,9:0.676;2:0.156;5:0.057;4:0.05;10:0.02
W0775,52.6986,10.3658,9,0.289,0.299,24400,9:0.289;5:0.283;2:0.238;6:0.058;10:0.044;4:0.042
W0776,52.6986,10.3954,9,0.429,0.477,40000,9:0.429;5:0.144;2:0.127;4:0.112;8:0.082;6:0.041
W0777,52.6986,10.4249,9,0.506,0.375,40000,9:0.506;2:0.136;5:0.089;10:0.072;8:0.068;4:0.064
W0778,52.6986,10.4545,9,0.752,0.679,40000,9:0.752;2:0.101;4:0.062;8:0.033;10:0.023
W0779,52.6986,10.484,9,0.513,0.663,40000,9:0.513;4:0.244;5:0.099;2:0.046;10:0.045;6:0.021
W0780,52.6986,10.5135,9,0.662,0.32,40000,9:0.662;2:0.163;4:0.047;5:0.042;10:0.032;6:0.029
W0781,52.6986,10.5431,9,0.745,0.504,40000,9:0.745;2:0.074;5:0.068;10:0.049;4:0.034
W0782,52.6986,10.5726,9,0.651,0.36,40000,9:0.651;2:0.107;5:0.084;4:0.064;10:0.054;3:0.023
W0783,52.6986,10.6021,9,0.679,0.492,40000,9:0.679;2:0.186;5:0.04;10:0.034;4:0.029
W0784,52.6986,10.6317,9,0.428,0.387,29000,9:0.428;2:0.141;8:0.127;4:0.126;6:0.076;5:0.062
W0785,52.6986,10.6612,9,0.471,0.581,40000,9:0.471;5:0.188;4:0.124;10:0.081;2:0.063;8:0.042
W0786,52.6986,10.7203,5,0.326,0.077,40000,5:0.326;9:0.322;6:0.15;10:0.07;2:0.056;8:0.032
W0787,52.6986,10.8384,9,0.325,0.156,39800,9:0.325;5:0.298;2:0.114;10:0.076;6:0.052;3:0.043
W0788,52.6986,10.868,9,0.607,0.198,40000,9:0.607;10:0.145;5:0.144;2:0.044;3:0.025
W0789,52.6986,10.8975,10,0.369,0.08,33400,10:0.369;9:0.271;5:0.205;2:0.044;3:0.039;17:0.034
W0790,52.6986,10.9271,9,0.782,0.163,40000,9:0.782;10:0.101;5:0.046;2:0.031
W0791,52.6986,10.9566,9,0.583,0.604,40000,9:0.583;10:0.104;5:0.102;4:0.088;8:0.04;6:0.035
W0792,52.6986,10.9861,9,0.319,0.176,40000,9:0.319;5:0.21;6:0.157;10:0.094;8:0.076;2:0.044
W0793,52.6986,11.0452,5,0.356,0.324,40000,5:0.356;6:0.293;9:0.109;3:0.072;2:0.063;17:0.061
W0794,52.6986,11.0747,5,0.464,0.08,40000,5:0.464;6:0.264;4:0.057;9:0.046;2:0.043;17:0.041
W0795,52.6986,11.1043,9,0.405,0.165,39800,9:0.405;5:0.374;6:0.095;2:0.042;3:0.038;17:0.034
W0796,52.6986,11.1338,9,0.884,0.517,40000,9:0.884;5:0.052;2:0.026
W0797,52.7167,10.1,9,0.984,0.562,19800,9:0.984
W0798,52.7167,10.1295,9,0.88,0.859,40000,9:0.88;2:0.073;10:0.031
W0799,52.7167,10.1591,9,0.808,0.97,40000,9:0.808;10:0.07;4:0.05;8:0.032;2:0.03
W0800,52.7167,10.1886,9,0.855,0.836,40000,9:0.855;8:0.052;2:0.036;6:0.026
W0801,52.7167,10.2182,9,0.558,0.359,40000,9:0.558;2:0.138;5:0.138;10:0.074;6:0.044
W0802,52.7167,10.2477,9,0.35,0.157,40000,9:0.35;2:0.246;5:0.149;8:0.111;6:0.048;4:0.036
W0803,52.7167,10.2772,5,0.325,0.155,40000,5:0.325;9:0.217;2:0.161;8:0.122;4:0.057;10:0.044
W0804,52.7167,10.3068,8,0.49,0.231,40000,8:0.49;4:0.14;9:0.113;2:0.101;5:0.086;10:0.031
W0805,52.7167,10.3363,9,0.514,0.27,40000,9:0.514;2:0.226;6:0.153;5:0.036;4:0.029;10:0.02
W0806,52.7167,10.3658,9,0.373,0.551,24400,9:0.373;2:0.266;6:0.214;8:0.044;4:0.04;5:0.029
W0807,52.7167,10.3954,9,0.667,0.512,40000,9:0.667;2:0.159;4:0.092;6:0.032;5:0.027
W0808,52.7167,10.4249,9,0.63,0.483,40000,9:0.63;5:0.114;4:0.077;2:0.072;10:0.043;6:0.025
W0809,52.7167,10.4545,9,0.72,0.856,40000,9:0.72;4:0.095;8:0.08;5:0.035;2:0.029;10:0.025
W0810,52.7167,10.484,9,0.754,0.835,40000,9:0.754;4:0.074;10:0.066;5:0.043;2:0.029;8:0.028
W0811,52.7167,10.5135,9,0.684,0.523,40000,9:0.684;10:0.115;2:0.088;4:0.044;5:0.042
W0812,52.7167,10.5431,9,0.717,0.57,40000,9:0.717;4:0.143;2:0.061;5:0.027;10:0.023
W0813,52.7167,10.5726,9,0.793,0.506,40000,9:0.793;4:0.091;2:0.059;5:0.021
W0814,52.7167,10.6021,9,0.594,0.128,40000,9:0.594;2:0.133;5:0.131;3:0.078;10:0.042
W0815,52.7167,10.6612,9,0.31,0.291,40000,9:0.31;5:0.203;6:0.158;4:0.135;2:0.107;10:0.053
W0816,52.7167,10.6908,9,0.541,0.295,40000,9:0.541;4:0.177;5:0.092;2:0.072;10:0.06;8:0.029
W0817,52.7167,10.8089,9,0.454,0.253,40000,9:0.454;10:0.17;5:0.139;8:0.08;4:0.072;2:0.042
W0818,52.7167,10.8384,9,0.518,0.284,39800,9:0.518;5:0.199;4:0.076;10:0.067;2:0.048;8:0.04
W0819,52.7167,10.868,9,0.688,0.299,40000,9:0.688;5:0.087;4:0.061;10:0.057;2:0.047
W0820,52.7167,10.8975,9,0.719,0.176,33400,9:0.719;5:0.081;10:0.057;3:0.05;2:0.048;4:0.023
W0821,52.7167,10.9271,9,0.566,0.144,40000,9:0.566;5:0.2;3:0.072;2:0.044;6:0.039;10:0.038
W0822,52.7167,11.0747,5,0.688,0.184,40000,5:0.688;6:0.126;3:0.082;17:0.041;4:0.036
W0823,52.7167,11.1338,9,0.62,0.174,40000,9:0.62;5:0.257;10:0.04;2:0.035;6:0.025
W0824,52.7347,10.1,9,0.895,0.886,19800,9:0.895;2:0.036;10:0.027
W0825,52.7347,10.1295,9,0.813,0.941,40000,9:0.813;2:0.105;10:0.052
W0826,52.7347,10.1591,9,0.805,0.733,40000,9:0.805;10:0.093;2:0.046;5:0.036
W0827,52.7347,10.1886,9,0.575,0.505,40000,9:0.575;8:0.208;5:0.089;2:0.053;4:0.03;10:0.023
W0828,52.7347,10.2182,9,0.694,0.123,40000,9:0.694;5:0.113;2:0.092;10:0.047
W0829,52.7347,10.2477,5,0.275,0.105,40000,5:0.275;8:0.164;9:0.131;2:0.128;4:0.114;10:0.079
W0830,52.7347,10.3068,9,0.872,0.639,40000,9:0.872;8:0.055;2:0.045
W0831,52.7347,10.3363,9,0.652,0.418,40000,9:0.652;2:0.128;6:0.054;8:0.048;5:0.048;4:0.039
W0832,52.7347,10.3658,9,0.711,0.604,24400,9:0.711;8:0.164;2:0.074;4:0.03
W0833,52.7347,10.3954,9,0.846,0.777,40000,9:0.846;8:0.072;4:0.055
W0834,52.7347,10.4249,9,0.747,0.558,40000,9:0.747;4:0.081;2:0.055;8:0.055;5:0.028;3:0.021
W0835,52.7347,10.4545,9,0.491,0.632,40000,9:0.491;5:0.126;4:0.123;8:0.076;10:0.057;2:0.051
W0836,52.7347,10.484,9,0.732,0.958,40000,9:0.732;8:0.117;4:0.09;10:0.03
W0837,52.7347,10.5135,9,0.715,0.215,40000,9:0.715;5:0.099;2:0.098;10:0.043;4:0.021
W0838,52.7347,10.5431,9,0.648,0.26,40000,9:0.648;4:0.104;5:0.095;2:0.066;10:0.039
W0839,52.7347,10.5726,9,0.415,0.057,40000,9:0.415;4:0.221;5:0.212;2:0.088;10:0.029
W0840,52.7347,10.6021,3,0.395,0.071,40000,3:0.395;5:0.34;6:0.117;4:0.062;2:0.041;10:0.024
W0841,52.7347,10.6612,5,0.408,0.16,40000,5:0.408;9:0.145;3:0.128;17:0.123;2:0.116;10:0.031
W0842,52.7347,10.8089,9,0.414,0.351,40000,9:0.414;5:0.179;10:0.164;8:0.092;4:0.076;2:0.032
W0843,52.7347,10.8384,9,0.646,0.801,39800,9:0.646;5:0.108;10:0.066;8:0.066;4:0.057;2:0.027
W0844,52.7347,10.868,9,0.68,0.174,40000,9:0.68;5:0.121;6:0.068;2:0.062;3:0.031
W0845,52.7347,10.8975,5,0.347,0.084,33400,5:0.347;3:0.335;6:0.135;9:0.127;2:0.022
W0846,52.7347,10.9271,9,0.515,0.138,40000,9:0.515;5:0.308;2:0.057;6:0.033;17:0.032;10:0.03
W0847,52.7347,10.9566,9,0.74,0.199,40000,9:0.74;5:0.165;10:0.032;2:0.021
W0848,52.7347,10.9861,9,0.913,0.31,40000,9:0.913;5:0.039;2:0.021
W0849,52.7347,11.0157,9,0.931,0.356,40000,9:0.931;5:0.032;2:0.022
W0850,52.7347,11.0452,9,0.424,0.125,40000,9:0.424;5:0.329;2:0.101;10:0.051;17:0.046
W0851,52.7347,11.0747,6,0.369,0.052,40000,6:0.369;5:0.322;17:0.2;3:0.065;2:0.028
W0852,52.7347,11.1043,9,0.712,0.081,39800,9:0.712;5:0.184;2:0.055
W0853,52.7347,11.1338,9,0.68,0.215,40000,9:0.68;5:0.173;6:0.047;2:0.039;17:0.021
W0854,52.7527,10.1,9,0.465,0.889,19800,9:0.465;8:0.231;5:0.106;4:0.066;10:0.048;2:0.044
W0855,52.7527,10.1295,9,0.689,0.924,40000,9:0.689;10:0.089;2:0.087;8:0.057;4:0.037;5:0.029
W0856,52.7527,10.1591,9,0.815,0.861,40000,9:0.815;10:0.067;4:0.044;2:0.04
W0857,52.7527,10.1886,9,0.601,0.554,40000,9:0.601;4:0.171;8:0.099;10:0.055;2:0.045
W0858,52.7527,10.2182,9,0.358,0.282,40000,9:0.358;8:0.231;2:0.17;4:0.11;5:0.051;10:0.043
W0859,52.7527,10.2477,9,0.308,0.277,40000,9:0.308;6:0.175;8:0.143;2:0.141;5:0.106;4:0.074
W0860,52.7527,10.2772,9,0.767,0.667,40000,9:0.767;8:0.059;10:0.039;2:0.037;6:0.033;4:0.033
W0861,52.7527,10.3068,9,0.842,0.86,40000,9:0.842;8:0.109;2:0.035
W0862,52.7527,10.3363,9,0.869,0.954,40000,9:0.869;8:0.081;2:0.04
W0863,52.7527,10.3658,9,0.913,0.974,24400,9:0.913;8:0.057
W0864,52.7527,10.3954,9,0.889,0.955,40000,9:0.889;8:0.088
W0865,52.7527,10.4249,9,0.71,0.634,40000,9:0.71;8:0.186;2:0.026;5:0.021
W0866,52.7527,10.4545,9,0.576,0.748,40000,9:0.576;8:0.161;4:0.139;5:0.053;2:0.032;10:0.028
W0867,52.7527,10.484,9,0.679,0.805,40000,9:0.679;4:0.119;10:0.079;8:0.046;5:0.046;2:0.022
W0868,52.7527,10.5135,9,0.586,0.133,40000,9:0.586;5:0.121;10:0.116;2:0.111;8:0.028;4:0.024
W0869,52.7527,10.5431,9,0.314,0.338,40000,9:0.314;4:0.274;8:0.165;5:0.074;3:0.071;10:0.049
W0870,52.7527,10.5726,5,0.316,0.032,40000,5:0.316;9:0.228;2:0.162;4:0.129;10:0.058;3:0.048
W0871,52.7527,10.6021,5,0.4,0.038,40000,5:0.4;9:0.131;2:0.118;10:0.114;4:0.093;3:0.051
W0872,52.7527,10.7203,5,0.444,0.03,40000,5:0.444;6:0.246;2:0.113;17:0.088;10:0.05;3:0.034
W0873,52.7527,10.7498,9,0.306,0.137,40000,9:0.306;4:0.196;6:0.162;2:0.132;5:0.112;8:0.045
W0874,52.7527,10.7794,9,0.664,0.358,39800,9:0.664;5:0.136;2:0.066;6:0.04;4:0.04;10:0.024
W0875,52.7527,10.8089,9,0.737,0.634,40000,9:0.737;4:0.1;8:0.037;2:0.037;5:0.033;6:0.025
W0876,52.7527,10.8384,9,0.829,0.303,39800,9:0.829;10:0.046;2:0.044;5:0.042
W0877,52.7527,10.868,5,0.306,0.159,40000,5:0.306;9:0.295;3:0.247;4:0.049;10:0.035;2:0.024
W0878,52.7527,10.8975,9,0.334,0.231,33400,9:0.334;3:0.288;5:0.228;10:0.056;4:0.041;6:0.021
W0879,52.7527,10.9271,9,0.361,0.075,40000,9:0.361;5:0.254;6:0.223;3:0.047;2:0.046;10:0.029
W0880,52.7527,10.9566,9,0.689,0.195,40000,9:0.689;5:0.183;2:0.035;6:0.028;10:0.023
W0881,52.7527,10.9861,9,0.809,0.924,40000,9:0.809;5:0.071;4:0.037;10:0.036
W0882,52.7527,11.0157,9,0.976,0.953,40000,9:0.976
W0883,52.7527,11.0452,9,0.736,0.266,40000,9:0.736;5:0.082;3:0.075;2:0.043;10:0.035
W0884,52.7527,11.0747,5,0.459,0.035,40000,5:0.459;6:0.319;3:0.123;17:0.077
W0885,52.7527,11.1338,5,0.411,0.137,40000,5:0.411;9:0.331;10:0.088;17:0.073;2:0.057
W0886,52.7707,10.1,2,0.416,0.947,19800,2:0.416;9:0.323;8:0.098;4:0.073;10:0.069
W0887,52.7707,10.1295,9,0.813,0.866,40000,9:0.813;8:0.057;10:0.051;4:0.035;2:0.034
W0888,52.7707,10.1591,9,0.739,0.922,40000,9:0.739;10:0.114;2:0.075;5:0.038;4:0.022
W0889,52.7707,10.1886,9,0.743,0.745,40000,9:0.743;10:0.131;2:0.08;5:0.032
W0890,52.7707,10.2182,9,0.84,0.819,40000,9:0.84;8:0.074;2:0.032;10:0.022
W0891,52.7707,10.2477,9,0.762,0.843,40000,9:0.762;8:0.13;2:0.047
W0892,52.7707,10.2772,9,0.675,0.688,40000,9:0.675;8:0.227;2:0.044;4:0.022
W0893,52.7707,10.3068,9,0.816,0.859,40000,9:0.816;8:0.086;10:0.042;2:0.025;5:0.023
W0894,52.7707,10.3363,9,0.742,0.892,40000,9:0.742;8:0.121;4:0.055;2:0.04
W0895,52.7707,10.3658,9,0.781,0.971,24400,9:0.781;8:0.105;4:0.056;2:0.044
W0896,52.7707,10.3954,9,0.865,0.975,40000,9:0.865;8:0.082;4:0.033
W0897,52.7707,10.4249,9,0.753,0.846,40000,9:0.753;8:0.092;2:0.044;4:0.035;5:0.032;10:0.028
W0898,52.7707,10.4545,9,0.563,0.556,40000,9:0.563;8:0.128;4:0.121;10:0.069;5:0.067;2:0.042
W0899,52.7707,10.484,9,0.304,0.526,40000,9:0.304;8:0.241;10:0.156;4:0.131;5:0.127;2:0.021
W0900,52.7707,10.5135,8,0.381,0.672,40000,8:0.381;9:0.309;4:0.09;5:0.077;10:0.056;2:0.044
W0901,52.7707,10.5431,8,0.276,0.737,40000,8:0.276;9:0.262;5:0.144;4:0.122;10:0.098;3:0.066
W0902,52.7707,10.5726,9,0.78,0.225,40000,9:0.78;2:0.076;5:0.075;4:0.028;10:0.024
W0903,52.7707,10.6021,9,0.655,0.383,40000,9:0.655;5:0.159;4:0.057;10:0.047;2:0.035
W0904,52.7707,10.6317,9,0.586,0.459,29000,9:0.586;4:0.155;8:0.102;6:0.044;2:0.042;5:0.038
W0905,52.7707,10.6612,9,0.529,0.546,40000,9:0.529;4:0.189;5:0.084;8:0.061;10:0.06;2:0.034
W0906,52.7707,10.6908,9,0.608,0.087,40000,9:0.608;5:0.178;2:0.086;4:0.051;10:0.043
W0907,52.7707,10.7203,9,0.893,0.38,40000,9:0.893;5:0.028;2:0.025;6:0.023
W0908,52.7707,10.7498,9,0.425,0.222,40000,9:0.425;5:0.233;2:0.193;6:0.064;10:0.037;17:0.03
W0909,52.7707,10.7794,9,0.722,0.338,39800,9:0.722;5:0.086;2:0.068;4:0.045;6:0.025
W0910,52.7707,10.8089,9,0.609,0.063,40000,9:0.609;5:0.198;2:0.117;10:0.022;6:0.02
W0911,52.7707,10.8384,5,0.344,0.085,39800,5:0.344;9:0.333;6:0.09;2:0.064;3:0.054;17:0.043
W0912,52.7707,10.868,5,0.3,0.647,40000,5:0.3;3:0.252;4:0.152;9:0.105;6:0.084;10:0.065
W0913,52.7707,10.8975,3,0.307,0.755,33400,3:0.307;5:0.228;9:0.156;4:0.105;6:0.101;10:0.046
W0914,52.7707,10.9271,5,0.37,0.166,40000,5:0.37;9:0.21;6:0.153;3:0.15;17:0.039;2:0.035
W0915,52.7707,10.9566,9,0.892,0.349,40000,9:0.892;5:0.032;6:0.022
W0916,52.7707,10.9861,9,0.847,0.373,40000,9:0.847;10:0.07;5:0.04
W0917,52.7707,11.0157,9,0.823,0.188,40000,9:0.823;5:0.07;2:0.035;3:0.032;10:0.024
W0918,52.7707,11.0452,9,0.624,0.401,40000,9:0.624;5:0.121;10:0.096;2:0.068;17:0.038
W0919,52.7887,10.1,9,0.43,0.585,19800,9:0.43;8:0.373;4:0.08;2:0.036;10:0.029;6:0.026
W0920,52.7887,10.1295,9,0.848,0.893,40000,9:0.848;8:0.103;2:0.023
W0921,52.7887,10.1591,9,0.892,0.948,40000,9:0.892;2:0.076
W0922,52.7887,10.1886,9,0.595,0.927,40000,9:0.595;4:0.161;8:0.106;5:0.055;2:0.041;10:0.032
W0923,52.7887,10.2182,9,0.483,0.984,40000,9:0.483;4:0.303;8:0.078;10:0.059;2:0.033;5:0.032
W0924,52.7887,10.2477,9,0.722,0.982,40000,9:0.722;4:0.078;8:0.071;5:0.045;2:0.038;10:0.033
W0925,52.7887,10.2772,9,0.735,0.715,40000,9:0.735;8:0.118;2:0.071;10:0.043
W0926,52.7887,10.3068,9,0.733,0.865,40000,9:0.733;2:0.072;8:0.069;5:0.048;10:0.036;4:0.034
W0927,52.7887,10.3363,9,0.586,0.946,40000,9:0.586;8:0.236;4:0.122;10:0.026
W0928,52.7887,10.3658,9,0.645,0.936,24400,9:0.645;8:0.162;4:0.14;10:0.024;2:0.022
W0929,52.7887,10.3954,9,0.636,0.8,40000,9:0.636;4:0.114;8:0.091;5:0.061;10:0.043;2:0.028
W0930,52.7887,10.4249,9,0.403,0.994,40000,9:0.403;5:0.152;4:0.143;8:0.128;6:0.079;10:0.043
W0931,52.7887,10.4545,9,0.469,0.987,40000,9:0.469;8:0.264;4:0.076;5:0.076;2:0.038;10:0.028
W0932,52.7887,10.484,9,0.519,0.954,40000,9:0.519;8:0.266;4:0.091;10:0.047;5:0.041;2:0.023
W0933,52.7887,10.5135,9,0.638,0.461,40000,9:0.638;8:0.162;4:0.08;2:0.052;10:0.034;5:0.027
W0934,52.7887,10.5431,9,0.754,0.771,40000,9:0.754;8:0.113;4:0.076;2:0.025
W0935,52.7887,10.5726,9,0.894,0.67,40000,9:0.894;2:0.034;6:0.028
W0936,52.7887,10.6021,9,0.65,0.417,40000,9:0.65;2:0.254;10:0.037;5:0.028
W0937,52.7887,10.6612,9,0.61,0.374,40000,9:0.61;5:0.097;4:0.086;2:0.082;8:0.06;3:0.021
W0938,52.7887,10.6908,9,0.597,0.218,40000,9:0.597;3:0.175;5:0.136;2:0.042
W0939,52.7887,10.7203,9,0.938,0.309,40000,9:0.938;2:0.022;4:0.02
W0940,52.7887,10.7498,9,0.82,0.559,40000,9:0.82;2:0.085;5:0.029;4:0.029
W0941,52.7887,10.7794,9,0.935,0.867,39800,9:0.935;2:0.027
W0942,52.7887,10.8089,9,0.898,0.633,40000,9:0.898;2:0.031;5:0.025
W0943,52.7887,10.8384,9,0.52,0.182,39800,9:0.52;5:0.144;3:0.142;6:0.108;2:0.042
W0944,52.7887,10.868,9,0.365,0.26,40000,9:0.365;5:0.256;3:0.187;6:0.066;4:0.041;2:0.03
W0945,52.7887,10.8975,9,0.349,0.223,33400,9:0.349;5:0.278;3:0.128;6:0.095;17:0.053;4:0.05
W0946,52.7887,10.9271,9,0.574,0.267,40000,9:0.574;5:0.165;17:0.068;2:0.062;10:0.037;6:0.035
W0947,52.7887,10.9566,9,0.708,0.165,40000,9:0.708;5:0.09;2:0.085;17:0.037;3:0.022;10:0.022
W0948,52.7887,11.0157,5,0.519,0.076,40000,5:0.519;3:0.354;17:0.062;6:0.052
W0949,52.7887,11.0452,5,0.5,0.191,40000,5:0.5;9:0.181;17:0.079;10:0.073;4:0.053;3:0.048
W0950,52.7887,11.0747,9,0.334,0.696,40000,9:0.334;5:0.301;4:0.134;10:0.117;17:0.033;2:0.032
W0951,52.7887,11.1043,9,0.444,0.482,39800,9:0.444;5:0.261;3:0.071;10:0.06;17:0.057;2:0.04
W0952,52.7887,11.1338,9,0.379,0.046,40000,9:0.379;5:0.3;6:0.197;17:0.097
W0953,52.8068,10.1,9,0.538,0.548,19800,9:0.538;8:0.221;4:0.079;2:0.077;5:0.038;10:0.029
W0954,52.8068,10.1295,9,0.574,0.921,40000,9:0.574;8:0.163;2:0.118;5:0.049;4:0.042;3:0.028
W0955,52.8068,10.1591,9,0.859,0.817,40000,9:0.859;2:0.105
W0956,52.8068,10.1886,9,0.768,0.973,40000,9:0.768;5:0.105;4:0.037;2:0.035;8:0.031
W0957,52.8068,10.2182,9,0.709,0.82,40000,9:0.709;4:0.077;2:0.072;10:0.059;8:0.045;5:0.027
W0958,52.8068,10.2477,9,0.802,0.955,40000,9:0.802;8:0.088;4:0.042;2:0.032
W0959,52.8068,10.2772,9,0.633,0.971,40000,9:0.633;8:0.167;4:0.079;2:0.054;10:0.034;5:0.028
W0960,52.8068,10.3068,9,0.622,0.937,40000,9:0.622;8:0.136;4:0.06;5:0.055;2:0.044;3:0.042
W0961,52.8068,10.3363,9,0.608,0.997,40000,9:0.608;8:0.163;4:0.112;10:0.04;5:0.036;2:0.031
W0962,52.8068,10.3658,9,0.318,0.969,24400,9:0.318;8:0.239;5:0.194;4:0.079;10:0.071;2:0.052
W0963,52.8068,10.3954,9,0.71,0.938,40000,9:0.71;8:0.158;2:0.041;4:0.038;5:0.033
W0964,52.8068,10.4249,9,0.734,0.977,40000,9:0.734;8:0.119;4:0.061;2:0.031;5:0.024
W0965,52.8068,10.4545,9,0.761,0.996,40000,9:0.761;8:0.128;10:0.049;4:0.027
W0966,52.8068,10.484,9,0.535,0.984,40000,9:0.535;8:0.186;4:0.147;5:0.059;10:0.04;2:0.026
W0967,52.8068,10.5135,9,0.622,0.717,40000,9:0.622;8:0.134;4:0.108;5:0.057;10:0.042;2:0.03
W0968,52.8068,10.5431,9,0.629,0.119,40000,9:0.629;5:0.142;2:0.129;10:0.053;8:0.026
W0969,52.8068,10.5726,9,0.886,0.681,40000,9:0.886;2:0.034;6:0.028;5:0.022
W0970,52.8068,10.6021,9,0.73,0.543,40000,9:0.73;2:0.088;6:0.054;4:0.044;8:0.03;10:0.028
W0971,52.8068,10.6317,9,0.549,0.241,29000,9:0.549;5:0.155;6:0.121;2:0.078;4:0.042;10:0.035
W0972,52.8068,10.6612,9,0.548,0.097,40000,9:0.548;5:0.188;6:0.085;2:0.061;4:0.032;17:0.03
W0973,52.8068,10.6908,9,0.696,0.026,40000,9:0.696;5:0.147;2:0.075;4:0.046
W0974,52.8068,10.7203,9,0.942,0.444,40000,9:0.942;2:0.037
W0975,52.8068,10.7498,9,0.894,0.51,40000,9:0.894;2:0.048;6:0.022
W0976,52.8068,10.7794,9,0.908,0.404,39800,9:0.908;2:0.037;5:0.027
W0977,52.8068,10.8089,9,0.941,0.676,40000,9:0.941;2:0.024
W0978,52.8068,10.868,5,0.359,0.319,40000,5:0.359;9:0.353;6:0.072;2:0.061;10:0.057;17:0.04
W0979,52.8068,10.8975,9,0.396,0.158,33400,9:0.396;5:0.324;10:0.072;2:0.072;6:0.068;17:0.037
W0980,52.8068,10.9566,5,0.335,0.18,40000,5:0.335;3:0.207;9:0.191;6:0.148;2:0.046;17:0.031
W0981,52.8068,11.0452,5,0.379,0.355,40000,5:0.379;9:0.332;10:0.087;2:0.071;4:0.049;17:0.028
W0982,52.8068,11.0747,9,0.369,0.076,40000,9:0.369;5:0.25;3:0.182;4:0.05;2:0.048;17:0.045
W0983,52.8068,11.1043,9,0.476,0.571,39800,9:0.476;5:0.249;3:0.074;10:0.068;4:0.044;17:0.039
W0984,52.8068,11.1338,9,0.802,0.315,40000,9:0.802;5:0.097;10:0.027;2:0.025;17:0.024
W0985,52.8248,10.1,9,0.527,0.202,19800,9:0.527;2:0.132;8:0.1;10:0.096;5:0.063;6:0.04
W0986,52.8248,10.1295,9,0.629,0.492,40000,9:0.629;8:0.131;4:0.08;10:0.061;2:0.06;5:0.031
W0987,52.8248,10.1591,9,0.94,0.717,40000,9:0.94;8:0.033
W0988,52.8248,10.1886,9,0.874,0.895,40000,9:0.874;8:0.091
W0989,52.8248,10.2182,9,0.853,0.567,40000,9:0.853;2:0.048;8:0.042
W0990,52.8248,10.2477,9,0.838,0.664,40000,9:0.838;8:0.049;2:0.04;4:0.032;5:0.028
