art,gbif_id,datum,lat,lon,monat,hoehe,regen_reife,regen_frisch,regentage,tage_seit_regen,regen_60,bilanz_14,bilanz_60,temp,bt07,bf07,bt728,bf728,frosttage,min_temp,min_boden,tage_vorhanden,tage_lang,tage_et0
steinpilz,5287895438,2025-08-14,53.26854,10.19199,8,22.0,35.9,0.0,6,10,180.5,-19.0,-44.5,18.6,21.2,0.054,19.3,0.116,,,,15,,
steinpilz,5288446694,2025-08-11,53.49646,10.23602,8,12.0,58.6,0.3,9,7,186.3,11.7,-37.8,16.8,17.7,0.368,17.2,0.416,,,,15,,
steinpilz,5901417520,2025-08-15,53.10498,9.92544,8,90.0,22.0,1.8,6,11,174.2,-32.2,-46.9,18.8,21.1,0.084,19.6,0.142,,,,15,,
steinpilz,5832130506,2025-09-25,51.82,9.56,9,412.0,36.1,3.5,9,0,119.9,7.4,-57.6,13.0,12.5,0.215,13.4,0.234,,,,15,,
steinpilz,5832134375,2025-09-26,52.21624,11.83018,9,95.0,24.0,4.1,9,5,101.7,-9.1,-103.3,15.1,13.2,0.252,14.2,0.221,,,,15,,
steinpilz,5832146300,2025-09-24,52.21739,11.83004,9,97.0,19.7,7.8,9,3,99.1,-10.4,-108.2,15.9,15.5,0.254,15.9,0.221,,,,15,,
steinpilz,5832262760,2025-09-23,52.21766,11.83025,9,99.0,20.2,7.8,9,2,107.6,-9.8,-100.1,16.3,16.3,0.256,16.4,0.22,,,,15,,
steinpilz,5832274406,2025-09-26,52.21707,11.83066,9,95.0,24.0,4.1,9,5,101.7,-9.1,-103.3,15.1,13.2,0.252,14.2,0.221,,,,15,,
steinpilz,5832304983,2025-09-28,52.39547,9.17307,9,79.0,20.5,3.7,4,2,63.5,-12.6,-133.6,14.8,13.0,0.164,13.6,0.171,,,,15,,
steinpilz,5832368447,2025-09-28,52.39577,9.17267,9,79.0,20.5,3.7,4,2,63.5,-12.6,-133.6,14.8,13.0,0.164,13.6,0.171,,,,15,,
steinpilz,5832377453,2025-09-26,53.43568,9.62194,9,46.0,26.8,0.0,5,8,122.1,-5.9,-54.1,14.1,12.7,0.276,13.6,0.278,,,,15,,
steinpilz,5837137335,2025-09-21,52.44976,9.14762,9,75.0,17.1,7.5,4,3,83.1,-15.8,-120.9,16.9,16.9,0.261,16.6,0.176,,,,15,,
steinpilz,5889473789,2025-09-12,53.02291,9.12019,9,26.0,10.2,2.1,3,11,145.9,-29.6,-48.8,17.3,16.6,0.233,16.8,0.219,,,,15,,
steinpilz,5901459201,2025-09-20,53.25758,9.56304,9,40.0,26.9,7.0,6,2,136.9,-2.7,-45.5,16.0,15.9,0.223,15.6,0.177,,,,15,,
steinpilz,5840097392,2025-10-01,51.71237,9.69622,10,454.0,22.3,2.4,5,5,87.8,-2.2,-81.7,11.6,10.1,0.327,10.6,0.29,,,,15,,
steinpilz,5840624818,2025-10-05,52.46127,10.94822,10,57.0,3.0,15.4,3,1,70.3,-11.7,-112.3,11.5,10.0,0.226,11.1,0.236,,,,15,,
steinpilz,5840748615,2025-10-07,53.23716,9.82378,10,59.0,0.2,40.4,4,2,97.4,13.5,-73.4,11.2,10.7,0.224,11.1,0.207,,,,15,,
steinpilz,5840937592,2025-10-08,51.9064,9.82964,10,382.0,25.5,4.7,6,4,76.9,8.6,-83.6,9.4,9.7,0.31,9.8,0.254,,,,15,,
steinpilz,5843940704,2025-10-11,53.43577,9.90666,10,99.0,34.3,2.2,5,6,95.2,15.0,-57.8,11.9,13.0,0.375,12.8,0.362,,,,15,,
steinpilz,5844119197,2025-10-11,51.55781,10.09293,10,241.0,20.6,3.0,4,6,113.0,4.3,-41.7,11.0,12.4,0.334,12.2,0.308,,,,15,,
steinpilz,5844801923,2025-10-02,52.13311,9.34665,10,115.0,13.7,3.9,4,6,85.0,-12.5,-92.8,12.8,11.4,0.252,12.2,0.218,,,,15,,
steinpilz,5868071148,2025-10-09,52.13019,9.37361,10,207.0,33.3,5.6,9,4,92.4,16.9,-70.4,11.2,11.7,0.306,11.8,0.22,,,,15,,
steinpilz,5868844997,2025-10-22,53.13679,9.904,10,96.0,5.8,7.8,5,1,107.3,-1.0,-17.0,11.1,9.3,0.245,10.0,0.235,,,,15,,
steinpilz,5888996361,2025-10-26,52.27304,10.58116,10,75.0,20.1,14.0,7,0,111.2,17.8,-13.6,10.2,10.5,0.333,11.0,0.289,,,,15,,
steinpilz,5889258017,2025-10-31,52.50272,11.44115,10,85.0,23.2,15.1,8,1,107.2,21.8,-5.9,9.1,8.5,0.369,9.3,0.349,,,,15,,
steinpilz,5890046576,2025-10-31,53.16027,11.34689,10,19.0,26.8,16.0,7,1,111.0,27.6,1.7,9.0,8.5,0.488,9.3,0.476,,,,15,,
steinpilz,5890256298,2025-10-25,52.49361,10.73678,10,86.0,16.1,4.0,5,4,97.6,4.0,-27.0,10.7,10.6,0.323,10.8,0.293,,,,15,,
steinpilz,5890400503,2025-10-29,52.12871,9.35976,10,165.0,19.5,23.0,12,1,132.9,29.0,25.0,9.2,8.2,0.367,9.0,0.339,,,,15,,
steinpilz,5892261339,2025-10-22,52.90248,9.55038,10,68.0,8.0,7.6,5,1,112.9,0.9,-7.5,11.4,9.7,0.261,10.4,0.257,,,,15,,
steinpilz,5901232179,2025-10-26,52.27282,10.57993,10,75.0,20.1,14.0,7,0,111.2,17.8,-13.6,10.2,10.5,0.333,11.0,0.289,,,,15,,
steinpilz,5901464643,2025-10-06,53.07519,11.01829,10,53.0,0.7,31.0,3,0,80.8,1.8,-98.5,10.9,9.6,0.146,10.8,0.126,,,,15,,
steinpilz,5901552317,2025-10-05,53.19906,10.26609,10,91.0,0.5,25.2,2,1,84.9,-5.7,-97.9,11.5,10.1,0.125,11.3,0.091,,,,15,,
steinpilz,5901591652,2025-10-22,53.18084,9.86993,10,81.0,6.6,12.8,5,1,109.0,5.0,-16.6,11.1,9.3,0.24,10.0,0.222,,,,15,,
steinpilz,5901720599,2025-10-05,53.08657,11.24567,10,46.0,0.1,27.0,2,0,76.2,-4.4,-104.0,11.7,10.4,0.339,11.6,0.368,,,,15,,
steinpilz,5902144104,2025-10-19,51.80908,10.26672,10,531.0,44.4,9.2,12,2,182.8,42.8,71.1,8.5,7.8,0.404,8.6,0.403,,,,15,,
steinpilz,5902199843,2025-10-24,53.15629,9.81931,10,70.0,6.7,16.2,6,1,116.3,8.1,-4.7,10.8,9.9,0.251,10.2,0.24,,,,15,,
steinpilz,5902489090,2025-10-19,52.11746,9.5927,10,181.0,10.4,2.2,6,99,88.7,-1.9,-47.1,11.3,9.9,0.285,10.9,0.236,,,,15,,
steinpilz,5902554879,2025-10-19,51.77088,9.68852,10,182.0,11.1,2.1,3,14,97.2,-0.1,-29.2,11.0,9.9,0.309,10.8,0.302,,,,15,,
steinpilz,5902599857,2025-10-29,53.27339,10.27312,10,34.0,23.0,19.0,9,1,101.6,28.0,-14.6,9.4,8.9,0.251,9.5,0.209,,,,15,,
steinpilz,5902789991,2025-10-30,53.16283,9.98224,10,109.0,31.2,18.8,10,0,122.3,36.9,15.7,8.9,8.4,0.265,9.0,0.243,,,,15,,
steinpilz,5903072804,2025-10-08,53.27026,9.85016,10,54.0,28.5,13.5,5,3,97.9,16.1,-69.9,11.4,11.5,0.241,11.5,0.219,,,,15,,
steinpilz,5903245865,2025-10-09,52.17491,9.44515,10,140.0,24.4,5.2,8,5,78.9,7.5,-82.6,11.1,11.6,0.311,11.7,0.232,,,,15,,
steinpilz,5903261646,2025-10-24,53.15627,9.82599,10,70.0,6.7,16.2,6,1,116.3,8.1,-4.7,10.8,9.9,0.251,10.2,0.24,,,,15,,
steinpilz,6137474429,2025-10-22,53.18064,9.86856,10,81.0,6.6,12.8,5,1,109.0,5.0,-16.6,11.1,9.3,0.24,10.0,0.222,,,,15,,
steinpilz,6137482052,2025-10-24,53.15017,9.82332,10,70.0,6.7,16.2,6,1,116.3,8.1,-4.7,10.8,9.9,0.251,10.2,0.24,,,,15,,
steinpilz,6170882685,2025-10-26,52.22087,10.58729,10,108.0,13.9,13.2,7,0,114.9,11.0,-10.1,10.1,10.4,0.335,10.8,0.293,,,,15,,
marone,5832205641,2025-09-25,51.82746,9.56929,9,412.0,36.1,3.5,9,0,119.9,7.4,-57.6,13.0,12.5,0.215,13.4,0.234,,,,15,,
marone,5832232510,2025-09-26,53.43571,9.62193,9,46.0,26.8,0.0,5,8,122.1,-5.9,-54.1,14.1,12.7,0.276,13.6,0.278,,,,15,,
marone,5832396957,2025-09-28,52.39646,9.17322,9,79.0,20.5,3.7,4,2,63.5,-12.6,-133.6,14.8,13.0,0.164,13.6,0.171,,,,15,,
marone,5836867686,2025-09-21,52.44976,9.14762,9,75.0,17.1,7.5,4,3,83.1,-15.8,-120.9,16.9,16.9,0.261,16.6,0.176,,,,15,,
marone,5868932523,2025-10-24,53.15577,9.82181,10,70.0,6.7,16.2,6,1,116.3,8.1,-4.7,10.8,9.9,0.251,10.2,0.24,,,,15,,
marone,5890456900,2025-10-31,53.15928,11.34662,10,19.0,26.8,16.0,7,1,111.0,27.6,1.7,9.0,8.5,0.488,9.3,0.476,,,,15,,
marone,5892262721,2025-10-22,52.90248,9.55038,10,68.0,8.0,7.6,5,1,112.9,0.9,-7.5,11.4,9.7,0.261,10.4,0.257,,,,15,,
marone,5902741326,2025-10-22,53.18088,9.86966,10,81.0,6.6,12.8,5,1,109.0,5.0,-16.6,11.1,9.3,0.24,10.0,0.222,,,,15,,
marone,5902817188,2025-10-19,51.77372,9.6893,10,182.0,11.1,2.1,3,14,97.2,-0.1,-29.2,11.0,9.9,0.309,10.8,0.302,,,,15,,
marone,6137485753,2025-10-22,53.18064,9.86856,10,81.0,6.6,12.8,5,1,109.0,5.0,-16.6,11.1,9.3,0.24,10.0,0.222,,,,15,,
pfifferling,5897006517,2025-08-01,53.15382,10.42026,8,28.0,64.8,21.4,11,0,193.1,43.0,-41.9,18.2,16.9,0.237,17.0,0.221,,,,15,,
birkenpilz,5897009704,2025-08-01,53.15382,10.42026,8,28.0,64.8,21.4,11,0,193.1,43.0,-41.9,18.2,16.9,0.237,17.0,0.221,,,,15,,
birkenpilz,5889367278,2025-10-31,52.50463,11.44321,10,85.0,23.2,15.1,8,1,107.2,21.8,-5.9,9.1,8.5,0.369,9.3,0.349,,,,15,,
birkenpilz,5892260354,2025-10-22,52.90248,9.55038,10,68.0,8.0,7.6,5,1,112.9,0.9,-7.5,11.4,9.7,0.261,10.4,0.257,,,,15,,
birkenpilz,6137486166,2025-10-22,53.18064,9.86856,10,81.0,6.6,12.8,5,1,109.0,5.0,-16.6,11.1,9.3,0.24,10.0,0.222,,,,15,,
parasol,5292174916,2025-08-10,53.12662,9.90131,8,93.0,70.3,0.5,10,5,199.1,25.5,-23.6,16.5,17.8,0.16,17.1,0.18,,,,15,,
parasol,5889002353,2025-10-26,52.27304,10.58116,10,75.0,20.1,14.0,7,0,111.2,17.8,-13.6,10.2,10.5,0.333,11.0,0.289,,,,15,,
parasol,6137480128,2025-10-24,53.15017,9.82332,10,70.0,6.7,16.2,6,1,116.3,8.1,-4.7,10.8,9.9,0.251,10.2,0.24,,,,15,,
parasol,6182911063,2025-10-24,53.15644,9.82103,10,70.0,6.7,16.2,6,1,116.3,8.1,-4.7,10.8,9.9,0.251,10.2,0.24,,,,15,,
parasol,5013692774,2020-07-23,52.58172,10.18364,7,41.0,25.3,2.7,6,8,162.6,-23.2,-60.7,16.9,18.3,0.177,17.9,0.185,,,,15,,
parasol,5020672197,2020-07-10,52.67359,9.69264,7,31.0,34.6,24.9,11,0,189.0,11.8,-23.5,17.8,16.3,0.247,16.4,0.213,,,,15,,
parasol,6411327794,2020-07-28,52.4435,10.53189,7,63.0,12.3,13.9,7,2,152.3,-27.5,-72.6,18.0,19.2,0.275,18.6,0.261,,,,15,,
parasol,5021676357,2020-08-22,51.66563,11.17164,8,308.0,41.7,8.9,8,0,123.1,-5.1,-109.9,22.3,20.4,0.297,19.9,0.235,,,,15,,
parasol,5025196325,2020-08-16,51.77366,10.79034,8,508.0,8.2,24.6,5,1,115.3,-25.2,-109.4,20.9,21.4,0.239,20.5,0.2,,,,15,,
parasol,2862581725,2020-09-05,53.41022,10.86546,9,19.0,28.1,13.0,8,0,113.7,5.4,-96.5,16.5,16.1,0.334,16.5,0.298,,,,15,,
parasol,3113416999,2020-09-17,53.15433,10.25548,9,88.0,17.2,0.0,4,11,87.7,-19.4,-118.1,16.1,17.3,0.172,17.0,0.17,,,,15,,
parasol,5013461218,2020-09-19,52.58551,10.14732,9,39.0,11.0,0.2,2,10,98.0,-28.0,-108.4,16.2,16.7,0.17,16.9,0.18,,,,15,,
parasol,5013742879,2020-09-26,52.8218,9.60179,9,48.0,0.1,19.6,2,0,108.9,-21.3,-83.5,15.7,14.7,0.176,15.1,0.18,,,,15,,
parasol,5018688131,2020-09-13,51.59238,10.75226,9,325.0,18.1,0.2,6,9,142.3,-17.7,-62.7,14.7,15.2,0.288,15.1,0.297,,,,15,,
parasol,5021655156,2020-09-07,52.80576,9.56032,9,44.0,38.0,5.9,10,4,137.1,10.8,-69.0,15.6,15.2,0.228,15.7,0.206,,,,15,,
parasol,5024493635,2020-09-19,52.58569,10.13669,9,39.0,11.0,0.2,2,10,98.0,-28.0,-108.4,16.2,16.7,0.17,16.9,0.18,,,,15,,
parasol,5027929916,2020-09-15,52.58172,10.18364,9,41.0,24.6,0.0,4,6,108.8,-12.8,-101.9,16.5,17.2,0.198,16.9,0.189,,,,15,,
parasol,2883088045,2020-10-04,53.19256,10.90116,10,84.0,25.7,7.5,4,1,86.8,3.8,-94.8,13.9,13.3,0.229,13.5,0.224,,,,15,,
parasol,2898253244,2020-10-15,52.26133,10.46452,10,86.0,26.5,14.4,11,0,137.0,19.8,-11.1,11.6,9.9,0.353,10.9,0.317,,,,15,,
parasol,2898521253,2020-10-13,51.8363,9.36896,10,280.0,27.0,7.8,9,1,138.3,14.4,0.7,11.0,9.7,0.377,10.7,0.35,,,,15,,
parasol,2901516244,2020-10-21,51.65554,11.34866,10,238.0,57.5,3.4,9,5,154.6,46.8,24.8,8.4,8.0,0.399,8.5,0.394,,,,15,,
parasol,2901696098,2020-10-20,51.70645,11.24798,10,294.0,55.8,3.9,8,3,148.1,44.3,8.4,9.0,8.2,0.401,8.9,0.393,,,,15,,
parasol,2901698155,2020-10-21,52.94068,9.2577,10,46.0,30.9,10.2,9,0,125.9,26.0,6.7,9.8,9.7,0.365,10.1,0.36,,,,15,,
parasol,2963750809,2020-10-24,52.91808,11.46834,10,25.0,17.6,13.2,7,1,138.7,15.7,22.6,10.3,11.3,0.383,11.3,0.37,,,,15,,
parasol,2963914693,2020-10-24,51.58816,11.47103,10,248.0,39.4,6.1,7,1,136.6,30.1,10.1,9.3,10.7,0.379,10.6,0.369,,,,15,,
parasol,2980843704,2020-10-31,51.91058,10.60415,10,213.0,26.6,18.7,8,1,166.9,27.3,50.9,11.2,10.4,0.387,10.8,0.374,,,,15,,
parasol,2981061835,2020-10-31,53.11625,9.79098,10,90.0,21.8,26.6,9,1,130.7,35.5,30.1,10.9,10.3,0.265,10.7,0.246,,,,15,,
parasol,2999171666,2020-10-23,51.60822,11.35441,10,329.0,55.3,6.7,8,0,149.5,47.3,23.7,8.9,9.8,0.388,9.7,0.383,,,,15,,
parasol,3859826565,2020-10-18,51.63537,10.9551,10,464.0,41.5,20.7,9,2,153.1,49.1,24.7,7.7,6.8,0.399,7.7,0.388,,,,15,,
parasol,3915354341,2020-10-19,52.33672,10.47315,10,76.0,36.8,4.3,11,4,125.4,25.2,-9.4,10.1,9.1,0.357,9.9,0.332,,,,15,,
parasol,3915392346,2020-10-16,52.32276,10.5822,10,85.0,30.7,10.5,10,1,133.8,21.5,-8.8,11.3,9.5,0.357,10.5,0.325,,,,15,,
parasol,3915405343,2020-10-18,52.80447,10.00245,10,87.0,30.7,3.7,9,7,125.0,18.3,0.4,9.8,8.7,0.249,9.5,0.243,,,,15,,
parasol,3915428342,2020-10-17,51.76259,9.76452,10,235.0,27.1,10.4,10,3,105.3,22.4,-22.4,9.1,7.8,0.375,8.8,0.36,,,,15,,
parasol,3996272638,2020-10-23,52.52447,9.91445,10,63.0,17.1,12.6,8,1,129.3,14.3,9.7,10.1,10.8,0.25,10.8,0.233,,,,15,,
parasol,4121441278,2020-10-22,52.13269,9.11895,10,199.0,24.2,10.8,11,0,121.4,21.0,2.2,9.3,9.6,0.366,9.7,0.354,,,,15,,
parasol,5016769002,2020-10-16,51.67415,10.25076,10,259.0,32.9,16.0,10,2,124.6,31.7,-10.1,10.1,8.4,0.388,9.4,0.379,,,,15,,
parasol,5019440231,2020-10-25,53.12999,9.9131,10,85.0,18.1,11.2,9,0,122.4,14.7,12.7,9.9,11.5,0.248,11.4,0.229,,,,15,,
parasol,5021518514,2020-10-30,51.67367,10.95698,10,454.0,28.2,14.6,9,0,160.0,30.2,55.6,8.7,8.6,0.394,9.2,0.385,,,,15,,
parasol,5024341805,2020-10-22,52.77644,10.26827,10,78.0,29.3,11.1,8,0,142.1,25.5,24.2,9.6,9.8,0.245,10.0,0.23,,,,15,,
parasol,5025796013,2020-10-17,52.58205,10.16867,10,39.0,30.0,7.5,10,2,122.7,19.4,-11.2,10.8,9.4,0.247,10.2,0.235,,,,15,,
parasol,5027856575,2020-10-13,51.67415,10.25076,10,259.0,30.3,4.2,8,4,144.4,14.6,3.7,11.0,9.7,0.385,10.7,0.372,,,,15,,
parasol,5086891732,2020-10-15,52.62569,10.04119,10,36.0,25.9,9.2,9,0,129.5,15.3,-7.7,11.5,9.5,0.252,10.5,0.238,,,,15,,
parasol,3061582469,2020-11-08,51.73791,11.23099,11,197.0,29.4,0.0,6,6,140.3,13.7,31.4,10.4,8.5,0.361,9.7,0.361,,,,15,,
parasol,3384741277,2020-11-15,52.30206,10.49922,11,80.0,13.3,1.7,2,13,119.2,3.0,33.2,9.2,8.1,0.336,8.4,0.329,,,,15,,
parasol,5016413423,2020-11-28,52.58824,10.08725,11,40.0,12.1,1.7,3,11,99.4,4.8,42.3,7.9,6.0,0.235,6.9,0.234,,,,15,,
parasol,5023210000,2020-11-25,52.99639,10.56052,11,58.0,11.7,1.4,6,99,129.3,4.5,74.4,7.9,5.6,0.233,6.8,0.228,,,,15,,
parasol,3995752607,2019-07-23,52.45857,9.86156,7,77.0,36.2,3.1,5,10,108.8,-11.4,-143.3,18.0,20.5,0.231,19.3,0.214,,,,15,,
parasol,5012661570,2019-07-21,53.35461,10.35542,7,5.0,21.0,4.5,5,1,109.9,-24.7,-124.8,16.8,18.6,0.392,17.7,0.368,,,,15,,
parasol,2397551650,2019-08-25,53.12151,9.81247,8,106.0,35.5,0.0,4,7,125.8,-16.2,-110.2,18.0,18.8,0.161,18.1,0.178,,,,15,,
parasol,2845193003,2019-08-23,51.75169,10.96573,8,363.0,41.8,0.0,7,5,93.5,-15.3,-161.2,18.2,18.6,0.251,18.2,0.178,,,,15,,
parasol,3996639038,2019-08-29,51.59314,9.42356,8,119.0,26.7,1.9,4,11,127.1,-25.0,-102.4,20.1,22.8,0.209,21.6,0.24,,,,15,,
parasol,5024588759,2019-08-30,52.58172,10.18364,8,41.0,10.2,2.3,3,12,85.2,-42.1,-150.9,20.9,24.0,0.108,23.0,0.138,,,,15,,
parasol,2429556470,2019-10-12,52.2736,10.60133,10,78.0,88.0,7.5,11,3,161.0,73.2,5.2,11.6,11.2,0.385,11.3,0.376,,,,15,,
parasol,2429588672,2019-10-11,52.4297,9.86484,10,62.0,71.8,13.5,11,2,137.6,63.7,-20.7,12.0,10.8,0.382,11.2,0.369,,,,15,,
parasol,2429591636,2019-10-13,52.2559,10.59863,10,95.0,92.8,1.9,10,4,159.2,72.2,4.3,11.8,12.6,0.381,12.2,0.373,,,,15,,
parasol,2445000577,2019-10-12,52.58756,11.70209,10,39.0,61.5,5.6,10,3,114.9,45.1,-47.1,11.6,11.0,0.372,11.1,0.36,,,,15,,
parasol,2445064678,2019-10-19,51.73833,9.8248,10,315.0,19.9,31.8,9,1,153.8,30.8,18.6,12.3,14.0,0.39,14.1,0.379,,,,15,,
parasol,3915319331,2019-10-16,52.94901,9.4671,10,66.0,43.7,32.4,10,0,190.0,57.5,52.0,11.8,14.1,0.398,13.7,0.394,,,,15,,
parasol,3915324338,2019-10-10,52.45791,11.93055,10,58.0,72.1,11.6,11,1,120.9,63.5,-45.4,11.7,9.6,0.484,10.5,0.474,,,,15,,
parasol,4056909747,2019-10-25,53.28521,10.72096,10,11.0,55.9,0.0,9,5,173.4,38.9,55.1,13.7,12.5,0.48,12.7,0.481,,,,15,,
parasol,4057864023,2019-10-27,53.27454,10.68821,10,33.0,46.6,2.0,8,7,173.6,30.0,60.1,13.7,12.8,0.467,13.0,0.47,,,,15,,
parasol,4599733352,2019-10-03,51.67988,11.2577,10,323.0,28.0,16.8,9,0,111.6,17.5,-66.1,12.9,12.5,0.377,13.1,0.346,,,,15,,
parasol,5012755268,2019-10-07,52.23575,10.65393,10,135.0,80.5,23.3,11,2,154.5,82.0,-16.3,12.4,9.8,0.401,11.1,0.387,,,,15,,
parasol,5013309712,2019-10-18,52.70253,9.80309,10,39.0,34.1,45.2,10,0,178.6,59.7,35.8,12.7,15.0,0.269,14.8,0.259,,,,15,,
parasol,5013893284,2019-10-15,52.70253,9.80309,10,39.0,55.5,2.4,10,6,142.4,37.7,-4.4,12.2,14.3,0.25,13.8,0.242,,,,15,,
parasol,5014881723,2019-10-23,53.12447,9.91422,10,94.0,65.0,15.9,11,2,204.0,64.5,80.2,13.1,12.0,0.282,12.4,0.282,,,,15,,
parasol,5016195426,2019-10-09,52.49734,9.95425,10,61.0,85.1,12.8,13,1,149.6,78.0,-12.1,12.2,9.9,0.277,10.6,0.266,,,,15,,
parasol,5016867163,2019-10-12,53.09289,9.82444,10,89.0,82.7,17.9,11,0,176.5,83.3,31.8,10.9,10.5,0.264,10.7,0.25,,,,15,,
parasol,5018100205,2019-10-21,52.33807,10.73189,10,121.0,27.9,9.3,8,1,150.6,15.0,10.6,13.9,13.7,0.387,14.0,0.372,,,,15,,
parasol,5018141816,2019-10-21,53.18849,10.92236,10,55.0,38.7,18.4,11,1,167.4,39.2,35.0,12.9,12.8,0.287,13.2,0.275,,,,15,,
parasol,5018689067,2019-10-02,51.90171,10.40708,10,366.0,29.0,43.0,10,0,141.4,46.6,-29.9,12.6,12.6,0.367,13.1,0.288,,,,15,,
parasol,5019270899,2019-10-13,52.47357,9.4572,10,52.0,77.8,4.9,11,4,144.8,61.1,-11.1,12.3,12.7,0.374,12.5,0.36,,,,15,,
parasol,5019479336,2019-10-25,53.12999,9.9131,10,85.0,75.0,0.3,9,4,204.3,58.5,87.1,13.4,12.2,0.269,12.5,0.273,,,,15,,
parasol,5020148551,2019-10-25,53.14502,9.89842,10,85.0,75.0,0.3,9,4,204.3,58.5,87.1,13.4,12.2,0.269,12.5,0.273,,,,15,,
parasol,5021213222,2019-10-20,52.27996,10.58727,10,82.0,23.8,10.3,7,2,167.7,11.5,25.4,13.3,14.1,0.383,14.3,0.371,,,,15,,
parasol,5024342557,2019-10-20,52.70253,9.80309,10,39.0,52.6,20.9,10,0,191.0,54.2,53.4,13.1,13.8,0.282,14.1,0.271,,,,15,,
parasol,5025664855,2019-10-14,52.47416,10.34704,10,56.0,67.3,1.2,9,6,131.2,45.8,-20.1,12.3,13.9,0.374,13.4,0.366,,,,15,,
parasol,5026570399,2019-10-17,51.96733,10.45255,10,251.0,37.1,22.1,8,0,147.4,35.3,-6.3,12.4,15.3,0.349,14.8,0.341,,,,15,,
parasol,5027186857,2019-10-15,51.62367,10.37374,10,248.0,67.6,1.1,10,5,167.4,49.5,28.1,11.6,13.7,0.379,13.0,0.38,,,,15,,
parasol,5027241248,2019-10-13,52.44126,10.47014,10,52.0,83.5,2.5,10,4,141.7,63.4,-12.0,12.1,12.8,0.374,12.5,0.363,,,,15,,
parasol,5028245876,2019-10-28,52.58569,10.13669,10,38.0,47.6,2.7,6,8,181.9,31.3,67.5,13.7,12.6,0.241,13.1,0.246,,,,15,,
parasol,2465196680,2019-11-10,51.68268,9.91487,11,174.0,23.3,9.4,10,1,181.1,23.3,98.2,6.5,6.2,0.399,7.5,0.39,,,,15,,
parasol,2465359298,2019-11-08,52.27998,10.46448,11,96.0,15.0,14.0,8,2,171.9,15.7,77.4,8.6,8.8,0.38,9.5,0.362,,,,15,,
parasol,5017125501,2019-11-04,52.36867,10.71836,11,120.0,2.2,14.1,4,0,152.9,0.6,51.9,10.1,7.4,0.356,8.2,0.337,,,,15,,
parasol,5027891396,2019-11-24,52.58824,10.08725,11,40.0,21.9,1.5,5,5,206.4,17.0,147.2,4.3,5.0,0.263,5.6,0.265,,,,15,,
parasol,3994987549,2018-10-18,53.16831,9.94234,10,161.0,3.0,1.4,1,99,64.5,-25.8,-90.0,14.8,16.2,0.082,16.3,0.05,,,,15,,
parasol,5012466020,2018-10-21,52.58172,10.18364,10,41.0,2.7,0.8,1,99,52.9,-23.1,-100.8,13.9,12.5,0.096,13.7,0.087,,,,15,,
parasol,5015106148,2018-10-16,51.91113,10.64378,10,213.0,3.8,0.0,1,99,71.1,-28.4,-103.1,14.4,16.2,0.192,15.6,0.192,,,,15,,
parasol,5028053354,2018-11-04,52.32988,11.55341,11,94.0,10.5,0.0,4,99,49.4,-4.7,-74.4,8.7,8.4,0.249,9.2,0.235,,,,15,,
parasol,5013156205,2017-07-03,52.5564,10.10454,7,43.0,23.0,32.1,8,2,146.5,6.5,-55.7,18.1,16.9,0.267,16.8,0.248,,,,15,,
parasol,5015501077,2017-07-30,52.58172,10.18364,7,41.0,92.4,3.6,10,4,239.4,48.6,37.6,18.6,17.8,0.294,17.4,0.3,,,,15,,
parasol,5017521218,2017-07-21,52.58172,10.18364,7,41.0,37.1,5.4,8,1,159.3,-5.4,-53.9,18.1,19.2,0.242,18.4,0.242,,,,15,,
parasol,5021082722,2017-07-23,51.51276,10.88339,7,275.0,44.3,11.6,8,0,118.1,5.6,-103.7,17.9,19.3,0.337,18.6,0.312,,,,15,,
parasol,5014032443,2017-08-20,52.58172,10.18364,8,41.0,29.9,26.8,7,0,265.3,15.0,80.9,17.6,18.4,0.274,18.3,0.276,,,,15,,
parasol,5017401337,2017-08-22,52.55016,10.14982,8,41.0,50.4,6.8,7,2,263.7,17.9,83.3,17.3,17.1,0.277,17.3,0.281,,,,15,,
parasol,5021907471,2017-08-02,51.51276,10.88339,8,275.0,82.6,10.1,9,1,187.1,45.0,-22.2,18.5,19.1,0.367,18.1,0.366,,,,15,,
parasol,5024746473,2017-08-07,51.51371,10.86608,8,280.0,84.2,1.8,8,4,178.4,42.3,-29.9,17.9,18.4,0.331,18.2,0.329,,,,15,,
parasol,5025145507,2017-08-09,51.88182,10.21562,8,282.0,57.4,0.0,6,4,269.8,8.8,79.0,18.0,17.1,0.348,17.1,0.355,,,,15,,
parasol,5013115733,2017-09-30,51.91664,10.47615,9,303.0,15.7,6.8,7,3,129.3,1.2,-13.0,12.1,13.6,0.354,13.3,0.344,,,,15,,
parasol,5016007391,2017-09-19,52.3236,11.04029,9,132.0,16.4,2.7,7,11,216.9,-12.2,51.8,13.6,12.5,0.351,13.1,0.346,,,,15,,
parasol,5016802715,2017-09-27,53.42713,11.62388,9,34.0,12.1,6.8,6,3,163.6,-5.7,21.4,12.5,13.5,0.357,13.5,0.355,,,,15,,
parasol,5017368572,2017-09-27,53.44288,11.61701,9,34.0,12.1,6.8,6,3,163.6,-5.7,21.4,12.5,13.5,0.357,13.5,0.355,,,,15,,
parasol,5017587581,2017-09-01,52.58172,10.18364,9,41.0,28.7,5.7,6,2,217.6,-6.6,34.4,17.3,18.5,0.226,18.4,0.226,,,,15,,
