art,gbif_id,datum,lat,lon,monat,hoehe,regen_reife,regen_frisch,regentage,tage_seit_regen,regen_60,bilanz_14,bilanz_60,temp,bt07,bf07,bt728,bf728,frosttage,min_temp,min_boden,tage_vorhanden,tage_lang,tage_et0
schwefelporling,3995027401,2021-09-02,51.54192,9.53321,9,287.0,60.6,3.6,8,3,160.1,30.6,-17.4,15.3,14.9,0.4,14.8,0.394,,,,15,,
schwefelporling,3995236383,2021-09-04,52.2544,9.61855,9,86.0,59.7,0.0,7,6,153.1,23.7,-33.1,15.7,16.1,0.364,16.0,0.365,,,,15,,
schwefelporling,3995519974,2021-09-01,53.05817,11.42711,9,41.0,48.9,12.9,10,2,163.3,28.6,-35.8,16.1,15.8,0.494,15.8,0.488,,,,15,,
parasol,3995642680,2021-09-01,53.05781,11.42617,9,41.0,48.9,12.9,10,2,163.3,28.6,-35.8,16.1,15.8,0.494,15.8,0.488,,,,15,,
schwefelporling,3995822532,2021-09-12,51.68657,9.54128,9,286.0,14.4,5.7,4,2,132.1,-16.7,-40.5,16.0,17.3,0.333,16.9,0.332,,,,15,,
schwefelporling,5015872050,2021-09-18,52.2727,9.8096,9,61.0,6.9,8.6,3,3,132.2,-19.0,-42.4,16.6,16.3,0.331,16.7,0.308,,,,15,,
schwefelporling,5025782711,2021-09-05,52.73151,10.01885,9,55.0,50.5,0.0,6,7,153.4,14.7,-30.9,15.6,16.1,0.226,16.2,0.235,,,,15,,
schwefelporling,3773105468,2021-10-16,52.32115,10.43326,10,68.0,20.4,8.7,7,1,120.1,8.5,-2.7,11.2,9.5,0.35,10.2,0.322,,,,15,,
schwefelporling,5015700188,2021-10-16,52.31936,10.43922,10,68.0,20.4,8.7,7,1,120.1,8.5,-2.7,11.2,9.5,0.35,10.2,0.322,,,,15,,
schwefelporling,3995148164,2021-10-12,52.40755,10.5642,10,70.0,18.9,5.2,7,0,115.6,-0.6,-17.7,12.2,10.2,0.331,11.2,0.321,,,,15,,
schwefelporling,5015033631,2021-11-21,52.27304,10.58116,11,75.0,1.4,3.8,2,99,97.2,-3.2,25.7,6.9,7.5,0.363,7.9,0.362,,,,15,,
schwefelporling,3457199801,2021-12-28,52.32315,9.76511,12,57.0,24.7,4.5,5,4,82.1,24.9,53.9,2.7,-0.8,0.379,0.4,0.367,,,,15,,
schwefelporling,3824013375,2021-12-19,52.13692,9.92091,12,116.0,9.6,2.7,5,7,74.1,8.4,37.9,4.1,6.7,0.359,6.6,0.352,,,,15,,
schwefelporling,2984431369,2020-04-27,52.08924,10.44644,4,104.0,1.3,0.0,0,99,64.1,-52.9,-80.9,10.6,12.8,0.15,12.0,0.184,,,,15,,
schwefelporling,4516172319,2020-04-10,51.79632,11.67245,4,79.0,4.2,0.0,2,99,95.9,-33.0,-13.5,7.4,11.0,0.22,9.7,0.247,,,,15,,
schwefelporling,2619885975,2020-05-02,52.29617,10.54926,5,71.0,2.7,23.8,5,0,76.0,-27.0,-76.5,11.9,12.4,0.242,12.1,0.206,,,,15,,
schwefelporling,2619889632,2020-05-03,52.26956,9.68149,5,95.0,4.1,14.8,6,1,70.3,-31.7,-78.8,11.4,11.6,0.271,11.4,0.216,,,,15,,
schwefelporling,2626575784,2020-05-15,51.52176,9.99282,5,377.0,18.3,0.2,5,4,48.1,-19.7,-111.1,8.2,8.3,0.226,8.6,0.221,,,,15,,
schwefelporling,2620137129,2020-05-07,52.36868,9.82094,5,60.0,24.8,2.5,6,5,59.2,-18.4,-102.2,11.3,10.5,0.293,10.4,0.229,,,,15,,
schwefelporling,2626629771,2020-05-19,52.28339,10.46983,5,83.0,4.5,0.1,1,99,41.9,-43.1,-135.7,11.0,12.2,0.203,11.3,0.211,,,,15,,
schwefelporling,3079550828,2020-05-22,51.53542,9.95969,5,220.0,4.8,6.2,3,0,51.1,-34.1,-123.1,11.5,14.2,0.223,12.8,0.233,,,,15,,
schwefelporling,3399099160,2020-05-01,52.39347,9.70089,5,57.0,0.1,19.1,4,0,80.0,-36.4,-71.8,12.0,13.1,0.187,12.6,0.155,,,,15,,
schwefelporling,2626665956,2020-05-19,52.18581,9.60613,5,108.0,1.9,0.5,1,99,39.2,-45.1,-134.1,10.6,11.5,0.201,10.7,0.215,,,,15,,
schwefelporling,5016361710,2020-05-19,52.18818,9.60666,5,108.0,1.9,0.5,1,99,39.2,-45.1,-134.1,10.6,11.5,0.201,10.7,0.215,,,,15,,
schwefelporling,4600018396,2020-05-09,52.39139,9.70056,5,55.0,25.3,0.0,6,7,55.6,-21.1,-113.4,11.5,11.9,0.235,11.2,0.182,,,,15,,
schwefelporling,2641556386,2020-06-09,52.57223,10.67471,6,60.0,16.4,3.5,4,3,70.2,-39.5,-140.5,15.3,14.9,0.183,14.9,0.103,,,,15,,
schwefelporling,5027643233,2020-05-09,53.47497,10.11188,5,1.0,28.4,0.0,5,7,59.5,-15.1,-97.5,10.8,11.6,0.366,10.9,0.328,,,,15,,
schwefelporling,2984515396,2020-06-08,52.26545,10.53303,6,84.0,8.2,13.0,5,3,71.4,-35.3,-132.8,14.9,15.5,0.259,15.3,0.183,,,,15,,
schwefelporling,5014497027,2020-06-21,51.67367,11.0403,6,469.0,70.2,23.7,8,3,154.8,46.4,-32.6,15.8,16.2,0.386,15.4,0.391,,,,15,,
schwefelporling,5016094496,2020-06-11,52.21577,9.52683,6,321.0,23.2,6.4,5,3,67.9,-24.9,-127.0,13.5,13.2,0.278,12.7,0.204,,,,15,,
schwefelporling,5016321738,2020-06-07,52.47416,10.34704,6,56.0,5.3,18.2,5,1,69.9,-33.0,-133.6,14.9,16.2,0.253,15.8,0.206,,,,15,,
schwefelporling,5019898134,2020-06-13,52.063,9.60102,6,266.0,23.0,13.6,4,0,74.6,-17.8,-124.0,14.7,15.8,0.261,14.5,0.206,,,,15,,
schwefelporling,5024468715,2020-06-29,52.1396,9.34044,6,189.0,25.2,2.3,5,11,145.5,-30.2,-62.2,18.6,20.1,0.247,19.2,0.257,,,,15,,
schwefelporling,5025346031,2020-06-13,53.1235,11.30407,6,30.0,20.0,14.9,4,2,87.0,-21.0,-118.1,16.1,16.9,0.424,15.6,0.382,,,,15,,
schwefelporling,5027205246,2020-06-24,51.67549,10.95922,6,443.0,91.9,0.0,7,6,154.8,40.4,-33.2,16.6,16.0,0.341,15.3,0.365,,,,15,,
schwefelporling,4518955353,2020-07-27,51.75458,11.97739,7,83.0,15.0,5.6,4,1,107.0,-37.7,-131.8,19.1,20.1,0.226,19.5,0.223,,,,15,,
schwefelporling,2850759178,2020-08-17,52.27724,10.45515,8,91.0,2.8,19.0,4,0,107.3,-47.5,-136.2,23.4,24.1,0.25,23.5,0.18,,,,15,,
schwefelporling,3892448327,2020-08-19,52.16705,11.68614,8,45.0,6.6,28.3,4,1,97.0,-32.9,-157.3,23.9,23.1,0.365,22.8,0.312,,,,15,,
schwefelporling,5014731586,2020-08-22,52.58172,10.18364,8,41.0,30.8,0.6,5,4,107.5,-31.9,-129.1,24.0,22.5,0.148,22.1,0.107,,,,15,,
schwefelporling,2862642314,2020-09-09,52.27699,10.4583,9,93.0,39.7,5.0,10,4,116.8,7.6,-104.5,16.3,16.2,0.301,16.3,0.217,,,,15,,
schwefelporling,2868199384,2020-09-21,52.30825,10.58393,9,86.0,3.3,0.0,1,99,96.1,-40.5,-117.1,16.6,16.1,0.23,16.6,0.244,,,,15,,
schwefelporling,5015271812,2020-09-28,51.51697,9.921,9,147.0,2.9,23.0,5,2,90.6,-13.6,-101.5,15.4,14.0,0.247,14.9,0.227,,,,15,,
schwefelporling,2963784599,2020-09-18,51.74452,9.51863,9,339.0,12.3,0.1,2,13,115.2,-24.9,-74.9,15.7,16.6,0.253,16.4,0.277,,,,15,,
schwefelporling,5015527474,2020-09-02,53.05401,10.20252,9,81.0,30.0,0.6,6,7,118.7,-8.7,-94.7,17.5,16.4,0.173,16.7,0.118,,,,15,,
schwefelporling,5015836612,2020-09-12,52.15363,10.62281,9,103.0,21.9,2.1,6,7,107.2,-13.7,-112.5,15.9,16.1,0.249,16.1,0.204,,,,15,,
schwefelporling,5021326404,2020-09-17,51.51697,9.921,9,147.0,8.9,0.2,3,13,87.9,-30.2,-121.3,16.7,17.8,0.231,17.4,0.261,,,,15,,
schwefelporling,5028356012,2020-09-01,52.54708,10.15185,9,41.0,33.8,3.9,7,4,124.4,-4.9,-95.4,18.4,17.0,0.201,17.3,0.145,,,,15,,
schwefelporling,4935475539,2020-10-06,52.37809,9.77598,10,62.0,27.6,4.0,5,10,115.9,3.0,-56.5,13.9,13.8,0.328,14.2,0.315,,,,15,,
schwefelporling,5020116348,2020-10-03,52.26196,10.59786,10,99.0,27.8,5.1,4,0,110.0,-0.6,-79.0,14.3,13.5,0.334,13.7,0.323,,,,15,,
schwefelporling,2980833237,2020-11-05,52.21422,10.51128,11,71.0,36.4,8.5,7,3,127.9,28.6,20.3,11.9,11.5,0.374,11.9,0.364,,,,15,,
schwefelporling,5020909489,2020-12-03,52.37167,9.81834,12,58.0,4.9,4.9,5,2,92.2,2.8,39.5,4.7,3.4,0.346,4.8,0.335,,,,15,,
schwefelporling,5025233527,2020-12-03,52.35269,9.74504,12,53.0,5.1,5.1,5,2,86.0,3.2,33.0,4.7,3.4,0.344,4.7,0.333,,,,15,,
schwefelporling,5015575453,2019-06-14,51.51141,9.95464,6,183.0,27.4,23.1,8,2,150.7,-11.1,-41.8,18.1,17.1,0.337,16.3,0.295,,,,15,,
schwefelporling,3915485320,2019-06-10,51.53807,9.51261,6,318.0,14.9,13.4,8,3,122.7,-28.3,-60.9,16.7,17.6,0.304,16.8,0.285,,,,15,,
schwefelporling,5022963318,2019-07-19,52.37359,10.20709,7,69.0,33.8,2.1,5,6,122.8,-11.2,-123.3,16.6,17.6,0.29,17.2,0.24,,,,15,,
schwefelporling,2834202107,2019-08-23,51.75169,10.96573,8,363.0,41.8,0.0,7,5,93.5,-15.3,-161.2,18.2,18.6,0.251,18.2,0.178,,,,15,,
schwefelporling,2843134443,2019-08-28,51.75169,10.96573,8,363.0,16.8,9.5,6,1,102.9,-31.3,-143.9,19.5,22.4,0.179,21.0,0.166,,,,15,,
schwefelporling,5028385823,2019-08-20,52.32391,10.4429,8,70.0,18.1,5.7,6,2,74.5,-31.2,-182.0,19.3,18.4,0.238,18.4,0.185,,,,15,,
schwefelporling,2422967899,2019-09-04,52.38783,9.70101,9,54.0,2.9,2.3,2,99,86.4,-51.3,-149.2,20.9,19.7,0.215,20.2,0.196,,,,15,,
schwefelporling,2609079757,2019-09-20,51.87022,10.55999,9,297.0,11.6,2.7,4,4,72.8,-21.0,-142.2,13.1,12.4,0.247,13.3,0.173,,,,15,,
schwefelporling,2834662399,2019-09-02,51.58731,9.61201,9,200.0,3.0,1.0,1,99,115.5,-50.6,-101.9,20.0,20.7,0.212,20.7,0.208,,,,15,,
schwefelporling,2988305386,2019-09-24,52.25062,10.49377,9,90.0,12.5,0.8,4,8,65.5,-23.2,-140.9,14.3,14.1,0.227,14.2,0.189,,,,15,,
schwefelporling,2988589381,2019-09-09,52.03615,10.40899,9,177.0,5.3,2.2,5,99,74.7,-40.3,-156.1,19.0,15.9,0.224,16.7,0.189,,,,15,,
schwefelporling,5015824468,2019-09-14,52.44976,9.14762,9,75.0,7.0,5.6,5,7,61.9,-28.1,-165.4,16.1,15.7,0.245,16.0,0.215,,,,15,,
schwefelporling,5019124031,2019-09-05,52.53795,10.15137,9,46.0,2.9,2.4,3,99,80.0,-50.1,-150.4,21.0,18.7,0.132,19.4,0.137,,,,15,,
schwefelporling,2429344576,2019-10-02,51.81917,9.37278,10,189.0,22.6,45.7,8,0,137.9,41.7,-28.0,13.2,13.4,0.383,13.7,0.331,,,,15,,
schwefelporling,2429593929,2019-10-12,52.26911,10.51731,10,80.0,79.9,6.7,11,3,141.1,63.8,-14.8,11.9,11.5,0.381,11.5,0.37,,,,15,,
schwefelporling,2445150345,2019-10-03,51.73661,11.0145,10,245.0,24.5,23.0,10,0,124.2,19.0,-62.1,13.3,12.7,0.338,13.4,0.234,,,,15,,
schwefelporling,5016459441,2019-10-13,52.31936,10.43922,10,67.0,89.9,1.7,10,4,145.0,68.8,-9.8,12.2,12.7,0.367,12.3,0.357,,,,15,,
schwefelporling,2557731530,2019-12-31,52.26404,10.55983,12,95.0,19.1,0.1,5,7,111.0,10.6,80.0,5.0,2.4,0.373,3.4,0.382,,,,15,,
schwefelporling,4519015363,2019-10-01,51.50594,11.97166,10,127.0,25.4,11.9,9,0,103.4,4.4,-94.2,14.4,15.2,0.299,15.4,0.214,,,,15,,
schwefelporling,2465188932,2019-11-24,52.24945,10.52708,11,80.0,18.6,1.4,5,6,178.8,13.1,115.2,4.3,4.7,0.376,5.5,0.372,,,,15,,
schwefelporling,5023904829,2018-01-26,52.47416,10.34704,1,56.0,26.3,9.0,8,0,162.2,29.0,136.4,2.9,4.4,0.385,4.2,0.382,,,,15,,
schwefelporling,2984543336,2019-12-20,52.23113,10.51555,12,74.0,32.7,2.2,11,6,96.2,25.4,57.5,5.7,6.2,0.387,6.1,0.39,,,,15,,
schwefelporling,2984443340,2019-12-29,52.10691,10.37393,12,117.0,18.5,0.6,7,5,99.4,9.4,63.3,5.8,3.2,0.375,4.4,0.368,,,,15,,
schwefelporling,2840365450,2018-04-30,51.84704,9.51583,4,206.0,10.0,0.8,2,4,126.4,-35.8,10.8,13.6,11.7,0.327,11.2,0.326,,,,15,,
schwefelporling,1847508711,2018-05-13,52.27113,10.57769,5,75.0,1.0,12.4,1,3,99.7,-45.2,-58.6,14.7,16.8,0.249,15.6,0.242,,,,15,,
schwefelporling,5022814479,2018-05-14,52.29318,10.53163,5,68.0,6.7,0.6,2,4,86.4,-54.5,-78.7,15.3,17.3,0.191,16.0,0.226,,,,15,,
schwefelporling,5025206569,2018-05-20,52.11483,11.64534,5,45.0,20.8,2.0,3,4,83.4,-37.4,-92.8,16.3,15.6,0.336,15.4,0.309,,,,15,,
schwefelporling,5025234502,2018-06-29,52.65386,9.93794,6,41.0,17.6,0.0,4,7,49.3,-35.6,-208.2,17.5,18.4,0.152,17.2,0.093,,,,15,,
schwefelporling,1890090027,2018-07-30,52.27242,10.57826,7,75.0,2.5,6.4,3,1,48.3,-71.8,-224.1,23.5,26.4,0.166,24.7,0.161,,,,15,,
schwefelporling,1883502894,2018-07-11,52.27226,10.58141,7,90.0,0.1,10.7,2,1,55.1,-62.0,-204.3,18.5,18.4,0.192,18.5,0.178,,,,15,,
schwefelporling,5023451046,2018-07-11,53.28283,10.31889,7,17.0,0.0,22.0,2,0,53.9,-49.1,-214.7,17.9,18.3,0.091,18.3,0.085,,,,15,,
schwefelporling,4599711323,2018-08-04,52.38111,9.76944,8,61.0,5.7,2.9,4,99,61.5,-71.3,-213.1,25.1,26.2,0.187,24.8,0.186,,,,15,,
schwefelporling,5020240000,2018-08-25,51.54057,9.51691,8,329.0,10.6,2.7,3,11,48.0,-41.4,-229.2,19.0,20.5,0.196,20.5,0.174,,,,15,,
schwefelporling,5017023522,2018-08-06,52.58172,10.18364,8,41.0,5.2,0.1,2,8,57.3,-75.9,-228.4,25.5,26.1,0.08,25.4,0.073,,,,15,,
schwefelporling,5020976159,2018-08-08,52.58172,10.18364,8,41.0,5.2,0.3,2,10,57.2,-77.8,-229.8,25.9,26.1,0.08,25.0,0.071,,,,15,,
schwefelporling,3915461315,2018-09-02,52.23852,10.62674,9,108.0,6.6,3.0,3,6,43.5,-40.9,-229.7,18.2,17.6,0.241,17.9,0.174,,,,15,,
schwefelporling,5014707566,2018-09-08,52.44976,9.14762,9,75.0,14.7,3.9,4,2,79.2,-27.6,-173.1,17.2,19.3,0.22,19.2,0.186,,,,15,,
schwefelporling,5025417839,2018-09-09,52.58172,10.18364,9,41.0,10.5,2.4,3,10,41.7,-34.1,-221.7,17.7,19.3,0.118,19.4,0.047,,,,15,,
schwefelporling,1931500143,2018-10-14,52.25482,10.52387,10,81.0,8.5,0.0,3,12,59.8,-21.4,-117.0,13.3,15.4,0.212,14.7,0.202,,,,15,,
schwefelporling,5027310061,2018-10-10,52.61681,10.11309,10,37.0,7.2,2.5,4,8,61.3,-19.1,-110.5,11.9,12.3,0.161,12.6,0.133,,,,15,,
schwefelporling,3873662309,2017-06-03,51.96374,10.90112,6,212.0,16.6,4.7,4,0,116.8,-38.4,-49.0,17.0,18.9,0.194,17.9,0.217,,,,15,,
schwefelporling,4507620243,2017-08-12,52.36552,9.26952,8,53.0,13.8,28.5,7,0,225.5,-2.7,35.5,17.9,16.5,0.362,16.8,0.361,,,,15,,
schwefelporling,5026587715,2017-08-04,52.53795,10.15137,8,46.0,90.9,10.3,11,1,228.1,54.8,28.2,18.9,20.3,0.262,19.7,0.263,,,,15,,
schwefelporling,5014013138,2017-09-03,52.18816,9.60651,9,97.0,13.1,4.3,5,4,213.5,-24.6,35.7,16.4,17.1,0.318,17.2,0.316,,,,15,,
schwefelporling,5024259610,2017-10-15,52.27304,10.58116,10,75.0,47.7,1.3,10,5,145.5,29.1,26.4,12.4,13.5,0.385,13.2,0.392,,,,15,,
schwefelporling,5027517068,2017-10-17,52.11483,11.64534,10,45.0,25.6,0.0,5,7,110.0,2.9,-17.2,13.1,14.0,0.43,13.8,0.435,,,,15,,
schwefelporling,5024511155,2017-10-16,52.27304,10.58116,10,75.0,46.5,0.0,9,6,142.1,26.0,23.7,12.7,14.1,0.377,13.7,0.387,,,,15,,
schwefelporling,5026095894,2017-12-28,52.47416,10.34704,12,56.0,9.0,1.8,3,14,161.8,6.0,133.0,4.1,5.6,0.369,5.9,0.373,,,,15,,
schwefelporling,1946339736,2016-05-20,52.35151,9.75915,5,58.0,4.7,1.2,1,99,78.0,-56.5,-83.4,14.7,12.5,0.249,12.2,0.259,,,,15,,
schwefelporling,5019633873,2016-05-29,53.16695,10.39101,5,42.0,32.9,12.0,7,0,102.7,2.6,-68.4,14.4,15.4,0.231,14.9,0.195,,,,15,,
schwefelporling,5021664461,2016-05-27,52.00177,9.85435,5,222.0,12.4,10.3,4,3,88.7,-21.5,-76.0,12.9,14.9,0.295,14.0,0.258,,,,15,,
schwefelporling,5023916168,2016-05-28,52.00281,9.86017,5,200.0,21.8,0.7,4,4,87.2,-21.0,-80.3,13.1,14.9,0.306,14.1,0.263,,,,15,,
schwefelporling,1847579217,2016-08-06,52.35156,9.75536,8,61.0,27.0,5.7,9,9,116.7,-13.0,-101.1,19.5,18.3,0.303,18.3,0.241,,,,15,,
schwefelporling,5012634844,2016-06-10,53.30665,10.99156,6,30.0,36.8,0.4,5,9,99.6,-21.3,-96.6,18.8,19.2,0.323,18.5,0.35,,,,15,,
schwefelporling,1883935401,2016-08-30,51.50495,11.91896,8,119.0,5.8,3.2,3,10,74.0,-47.6,-154.4,20.2,22.5,0.177,21.6,0.211,,,,15,,
schwefelporling,2832809498,2016-09-10,51.84728,9.53005,9,244.0,18.2,0.0,3,6,72.9,-29.8,-125.5,19.4,18.8,0.28,18.5,0.242,,,,15,,
schwefelporling,5018501878,2016-09-01,51.98644,9.83247,9,109.0,11.4,0.1,3,11,62.1,-45.0,-151.4,20.5,21.5,0.219,21.1,0.221,,,,15,,
schwefelporling,5015452544,2016-09-01,53.01644,10.69656,9,47.0,15.0,0.1,5,5,87.0,-38.3,-124.1,20.1,20.8,0.162,20.6,0.152,,,,15,,
schwefelporling,5023448989,2016-09-02,51.98946,9.83745,9,109.0,11.5,0.0,3,12,60.3,-44.5,-152.9,20.7,20.8,0.217,20.6,0.219,,,,15,,
schwefelporling,5017592917,2016-10-04,52.0861,9.78089,10,81.0,1.4,17.8,4,2,58.7,-11.1,-122.4,15.5,15.2,0.265,16.0,0.207,,,,15,,
schwefelporling,5025902612,2016-10-02,52.53795,10.15137,10,46.0,0.6,7.9,2,1,41.6,-23.0,-146.1,16.0,16.4,0.13,16.9,0.105,,,,15,,
schwefelporling,5013051633,2015-05-31,51.55808,10.71218,5,279.0,3.5,4.2,2,1,65.5,-37.8,-99.1,11.7,11.9,0.283,11.5,0.276,,,,15,,
schwefelporling,5015482122,2015-05-29,53.42347,10.12375,5,0.0,13.0,7.9,6,1,105.3,-20.6,-50.6,11.3,12.2,0.424,11.8,0.42,,,,15,,
schwefelporling,5027945394,2015-05-31,52.27304,10.58116,5,75.0,1.6,5.7,1,1,58.6,-42.1,-111.9,12.3,12.8,0.248,12.2,0.263,,,,15,,
schwefelporling,5024417937,2015-05-24,51.94667,10.51091,5,174.0,4.6,0.5,2,99,100.4,-41.3,-52.0,12.0,12.4,0.259,11.7,0.271,,,,15,,
schwefelporling,5024603232,2015-06-13,53.0012,11.60259,6,18.0,7.2,7.7,3,0,69.5,-49.7,-130.8,16.5,17.4,0.333,16.2,0.363,,,,15,,
schwefelporling,5024701333,2015-06-26,52.51507,10.14854,6,55.0,24.4,7.7,8,3,75.0,-16.3,-126.0,15.2,15.0,0.207,14.5,0.153,,,,15,,
schwefelporling,5028050970,2015-06-02,51.53651,10.81673,6,303.0,4.5,5.9,3,3,52.8,-34.6,-115.0,11.8,12.4,0.255,11.5,0.246,,,,15,,
schwefelporling,5012438325,2015-07-27,52.19162,9.08322,7,58.0,30.3,26.0,9,0,147.0,6.0,-80.3,19.0,18.9,0.35,18.8,0.331,,,,15,,
schwefelporling,5013887173,2015-09-27,53.27579,10.80379,9,14.0,36.4,0.8,7,5,141.9,13.0,-25.0,14.1,13.2,0.47,13.6,0.468,,,,15,,
schwefelporling,5016162675,2015-09-27,53.27712,10.80915,9,14.0,36.4,0.8,7,5,141.9,13.0,-25.0,14.1,13.2,0.47,13.6,0.468,,,,15,,
schwefelporling,5015510067,2015-09-16,52.1023,9.77408,9,76.0,17.5,22.2,8,0,218.0,8.9,29.9,14.4,15.3,0.368,15.4,0.351,,,,15,,
schwefelporling,5021402953,2015-10-02,52.47416,10.34704,10,56.0,12.8,0.0,3,10,175.2,-12.9,12.3,12.4,11.7,0.284,12.4,0.295,,,,15,,
schwefelporling,5025341924,2015-09-06,52.53795,10.15137,9,46.0,31.5,11.3,7,0,205.8,-0.3,-0.9,17.7,16.1,0.252,17.0,0.245,,,,15,,
schwefelporling,5024839174,2015-11-08,51.9959,9.84856,11,150.0,0.2,5.9,3,99,101.2,-5.2,28.0,9.7,10.0,0.355,9.8,0.351,,,,15,,
parasol,6334073590,2026-05-24,52.68263,9.74362,5,29.0,47.9,0.7,8,4,133.5,3.5,-32.4,12.2,15.9,0.183,14.4,0.181,,,,15,,
parasol,6334493795,2026-05-23,52.6825,9.74374,5,39.0,35.4,13.3,8,3,133.5,6.0,-29.9,11.6,14.8,0.185,13.3,0.184,,,,15,,
parasol,6410596975,2026-06-16,52.70727,9.6557,6,37.0,51.7,5.2,12,5,173.9,8.3,-21.6,15.0,14.5,0.188,14.4,0.121,,,,15,,
parasol,6410715463,2026-06-21,52.80138,9.29114,6,19.0,30.2,7.2,10,1,172.7,-16.7,-31.7,16.8,20.0,0.197,18.0,0.225,,,,15,,
parasol,6413827872,2026-06-18,52.75086,9.50099,6,22.0,51.1,1.0,10,7,171.8,2.7,-26.4,15.2,15.8,0.302,14.9,0.301,,,,15,,
parasol,6412689173,2026-06-14,52.38151,10.4141,6,76.0,43.3,10.6,10,1,162.2,1.3,-45.7,15.8,15.6,0.184,15.5,0.174,,,,15,,
parasol,6412450806,2026-06-17,53.28009,10.36966,6,18.0,50.2,6.3,10,3,156.5,6.5,-53.0,14.8,15.0,0.163,14.4,0.109,,,,15,,
parasol,5180587942,2025-06-05,53.3035,9.72892,6,59.0,55.8,4.1,10,8,108.1,13.5,-75.3,13.9,16.3,0.144,15.4,0.151,,,,15,,
parasol,5206109922,2025-06-14,53.11991,9.03479,6,7.0,45.7,0.0,8,4,114.0,-10.3,-86.3,16.1,16.3,0.461,14.6,0.347,,,,15,,
parasol,5230906498,2025-07-22,53.21032,10.85952,7,66.0,59.2,20.8,11,0,200.4,31.9,-37.6,18.2,18.9,0.178,18.5,0.119,,,,15,,
parasol,5230099940,2025-07-19,52.29768,10.50556,7,71.0,32.9,25.1,8,1,149.1,1.9,-108.8,18.4,18.8,0.275,18.4,0.168,,,,15,,
parasol,5238907428,2025-07-27,52.2736,10.95697,7,115.0,41.5,14.1,9,0,166.2,7.3,-81.2,18.5,18.3,0.284,18.0,0.228,,,,15,,
parasol,5283279635,2025-07-29,53.15684,9.96949,7,145.0,74.4,23.6,12,0,193.3,56.6,-31.1,17.9,17.7,0.236,17.5,0.214,,,,15,,
parasol,6333898948,2025-07-27,51.74172,10.89152,7,454.0,39.5,19.5,11,0,148.2,8.4,-92.2,17.3,17.3,0.268,16.9,0.237,,,,15,,
parasol,6195104126,2025-07-27,53.39729,11.29872,7,35.0,61.4,17.3,12,0,214.1,33.2,-27.2,18.7,18.2,0.265,18.0,0.221,,,,15,,
parasol,5281657641,2025-08-03,52.79467,9.76839,8,59.0,61.7,20.5,11,0,208.7,42.2,-17.3,17.6,16.1,0.235,16.2,0.211,,,,15,,
parasol,5281665353,2025-08-03,52.45256,10.71486,8,58.0,42.2,20.0,10,0,194.3,20.2,-37.5,17.7,16.6,0.305,16.7,0.264,,,,15,,
parasol,5282979302,2025-08-01,53.22388,9.87595,8,66.0,58.9,30.6,13,0,206.2,47.8,-15.5,17.8,16.4,0.246,16.4,0.221,,,,15,,
parasol,5283013385,2025-08-07,53.16318,9.95544,8,146.0,67.5,8.4,12,2,216.4,34.5,-0.8,16.5,16.4,0.231,16.1,0.219,,,,15,,
parasol,5282939728,2025-08-01,52.63712,11.83025,8,59.0,56.5,19.2,10,0,177.0,28.2,-75.5,18.7,17.8,0.309,17.9,0.284,,,,15,,
parasol,5291488841,2025-08-17,53.38804,9.74693,8,39.0,20.7,0.1,4,12,191.6,-34.9,-18.3,18.6,20.7,0.159,19.6,0.232,,,,15,,
parasol,5291491479,2025-08-05,52.30459,10.61156,8,74.0,37.8,13.5,12,1,150.7,5.7,-91.7,17.4,17.1,0.27,17.0,0.199,,,,15,,
parasol,5291510290,2025-08-15,53.21594,10.33488,8,31.0,21.9,0.6,5,11,174.4,-35.6,-54.1,19.2,22.6,0.04,20.4,0.108,,,,15,,
parasol,5291512161,2025-08-08,52.58172,10.18364,8,41.0,45.3,1.2,8,4,172.0,1.3,-66.8,17.4,17.6,0.187,17.1,0.184,,,,15,,
parasol,5291536519,2025-08-14,52.58172,10.18364,8,41.0,34.4,0.0,5,10,166.3,-21.0,-72.1,19.0,21.4,0.069,19.9,0.131,,,,15,,
parasol,5291525407,2025-08-07,52.58172,10.18364,8,41.0,39.1,7.3,8,3,183.8,1.2,-54.2,17.4,17.2,0.213,16.9,0.187,,,,15,,
parasol,5760815327,2025-08-07,52.29766,10.50559,8,71.0,39.8,5.2,8,5,157.1,-1.0,-91.3,17.4,17.4,0.231,17.2,0.19,,,,15,,
parasol,5844779896,2025-08-11,52.56851,10.09434,8,45.0,25.2,0.1,6,7,138.6,-25.5,-108.2,17.6,18.8,0.101,17.9,0.157,,,,15,,
parasol,5898658524,2025-08-07,51.74229,10.89114,8,459.0,30.3,9.5,8,2,131.1,-7.4,-108.8,15.7,15.4,0.33,15.2,0.291,,,,15,,
parasol,6234241583,2025-08-18,53.1793,9.95815,8,94.0,9.2,0.6,2,13,195.7,-52.7,-24.1,19.3,21.8,0.056,20.6,0.097,,,,15,,
parasol,5829189585,2025-09-16,52.96647,11.82087,9,21.0,34.8,15.1,7,1,169.6,9.5,-26.7,16.7,15.1,0.204,15.5,0.151,,,,15,,
parasol,5837305969,2025-09-22,52.58172,10.18364,9,41.0,25.1,1.9,5,6,91.3,-9.9,-101.1,16.3,16.4,0.179,16.4,0.163,,,,15,,
